Probe id	Gene name	Entrez gene id	Chromosome	Start	End	Cytoband	RefSeq(mRNA)	RefSeq(protein)	miRNA Accession #	MirBase Name	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	ME:MDA-N	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31
hsa-miR-128(2)	-	-	3	35786020	35786040	-	-	-	MI0000727	hsa-mir-128-2	1.051	0.095	-0.051	-0.935	0.738	-0.48	-0.406	0.113	-0.413	0.686	0.152	-0.155	0.861	0.636	0.52	-0.078	0.841	0.723	3.89	1.352	0.948	4.838	1.291	0.77	-0.448	1.307	-0.415	-0.823	0.654	0.155	0.591	0.929	-0.048	-0.398	0.212	0.441	0.32	-0.308	0.4	1.495	0.898	-0.486	0.574	0.652	0.872	0.955	0.354	-0.137	0.892	0.444	1.111	0.338	0.173	-0.769	-0.626	-1.15	0.627	-0.081	-0.267	-0.784
hsa-miR-26a	-	-	3	38010905	38010926	-	-	-	MI0000083	hsa-mir-26a-1	2.894	2.805	1.725	1.709	3.797	2.508	2.212	1.92	2.07	2.138	1.3	1.756	1.638	1.645	3.021	2.174	1.485	2.509	2.092	3.024	1.13	1.838	2.26	-0.36	2.493	2.413	2.784	1.982	0.796	1.064	0.925	1.747	0.619	0.506	1.118	1.926	2.542	2.339	2.814	2.334	2.707	1.28	1.87	2.572	2.284	1.808	1.47	2.548	1.823	1.856	2.03	1.936	-0.116	0.579	2.302	1.866	0.6	3.268	1.287	2.362
hsa-miR-138	-	-	3	44155727	44155749	-	-	-	MI0000476	hsa-mir-138-1	-4.002	-0.052	-1.988	-3.802	-3.412	-1.317	-3.093	-3.862	-2.747	-1.224	-2.64	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.098	-2.26	-4.216	-3.345	-2.357	-3.509	-2.607	-3.213	-3.36	-3.612	-3.228	-3.532	-1.216	-4.328	-1.401	-3.606	-4.374	-3.916	-3.906	-0.525	-3.903	-3.522	-3.07	-3.454	-3.785	-1.513	-3.045	-3.929	-3.366	-0.98	-1.892	-2.894	-3.845	-1.802	-1.891	-2.867	-2.848	0.532
hsa-miR-1226*	-	-	3	47891046	47891071	-	-	-	MI0006313	hsa-mir-1226	-3.569	-3.336	-4.007	-1.727	-3.337	-2.22	-1.596	-3.539	-4.153	-3.248	-2.016	-3.461	-2.48	-1.915	-2.129	-4.116	-3.687	-2.435	-1.025	-1.603	-1.38	-3.201	-1.945	-2.26	-1.083	-3.345	-1.719	-3.673	-2.607	-2.674	-3.36	-1.65	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-2.385	-3.916	-4.285	-1.29	-3.903	-1.61	-3.07	-3.454	-3.785	-1.65	-3.045	-3.929	-3.366	-1.586	-3.624	-2.894	-0.833	-1.761	-3.496	-1.714	-3.162	-1.235
hsa-miR-425	-	-	3	49057591	49057653	-	-	-	MI0001448	hsa-mir-425	1.788	1.094	-0.05	1.232	3.03	0.112	0.22	0.5	-0.185	0.516	0.045	2.022	2.275	0.987	1.737	1.005	1.404	1.252	1.616	3.855	1.907	1.556	1.917	0.606	-0.115	0.287	0.218	1.613	0.164	0.331	0.828	0.235	-0.1	-0.13	1.169	0.81	1.335	1.616	0.943	1.974	1.857	0.97	2.62	0.091	1.459	0.611	1.616	0.415	0.205	0.721	1.918	1.307	0.994	0.159	-0.401	0.133	0.119	1.492	0.73	0.382
hsa-miR-425*	-	-	3	49057591	49057653	-	-	-	MI0001448	hsa-mir-425	-3.876	-3.522	-4.357	-2.866	-2.573	-2.668	-2.461	-3.766	-4.306	-3.698	-2.206	-3.608	-3.202	-2.681	-2.693	-4.059	-3.421	-3.717	-1.912	-1.986	-1.38	-3.201	-2.894	-2.26	-3.518	-3.345	-3.346	-3.673	-2.607	-3.195	-3.36	-3.51	-3.228	-3.146	-2.808	-4.053	-3.128	-3.602	-3.652	-3.916	-4.285	-2.606	-3.024	-3.359	-2.972	-3.223	-3.785	-2.869	-3.045	-3.929	-3.366	-4.012	-3.564	-2.894	-3.356	-3.723	-3.496	-3.518	-3.162	-3.319
hsa-miR-191	-	-	3	49058063	49058126	-	-	-	MI0000465	hsa-mir-191	-4.002	-3.529	-4.41	-3.802	-3.376	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-1.271	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.027	-3.624	-2.894	-3.962	-4.513	-3.496	-3.419	-3.162	-3.998
hsa-miR-191*	-	-	3	49058063	49058126	-	-	-	MI0000465	hsa-mir-191	-3.908	-3.361	-4.239	-3.185	-2.898	-2.561	-2.211	-3.625	-4.104	-3.614	-1.958	-3.467	-3.205	-2.54	-2.58	-4.016	-3.509	-3.893	-2.502	-2.176	-1.301	-3.142	-2.905	-2.26	-3.315	-3.345	-2.989	-3.673	-2.531	-3.213	-3.36	-4.03	-3.159	-3.464	-2.705	-4.025	-3.073	-3.606	-3.779	-3.916	-4.272	-2.351	-3.903	-3.072	-2.821	-3.454	-3.785	-2.813	-2.723	-3.929	-3.366	-3.757	-3.624	-2.894	-3.11	-3.59	-3.496	-3.622	-3.1	-3.137
hsa-let-7g	-	-	3	52302351	52302372	-	-	-	MI0000433	hsa-let-7g	3.901	4.423	3.686	2.868	0.737	3.051	3.377	3.527	3.456	4.369	3.205	3.733	4.288	3.354	4.25	3.44	4.471	3.275	3.274	5.025	-0.72	5.7	5.139	4.709	1.235	4.275	3.392	4.095	3.476	4.072	2.457	2.141	4.46	4.1	3.413	3.333	4.434	3.218	3.368	3.862	4.113	3.035	3.892	2.817	3.533	4.498	3.901	3.564	4.635	4.261	5.004	2.961	3.943	3.228	3.083	2.778	3.237	3.777	4.107	3.453
hsa-miR-135a*	-	-	3	52328247	52328268	-	-	-	MI0000452	hsa-mir-135a-1	-3.717	-2.967	-4.01	-1.224	-3.412	-2.737	-2.983	-2.747	-3.344	-2.865	-3.202	-2.808	-0.566	-2.549	-3.205	-3.963	-2.434	-3.404	-0.425	-2.89	-1.38	-3.201	-	-2.26	-	-3.083	-2.348	-2.109	-2.334	0.77	-2.661	-2.118	-3.228	-3.532	-2.891	-3.541	-3.497	-3.147	-3.074	-3.916	-4.004	-2.204	-3.903	-2.821	-3.07	-3.454	-3.595	-2.191	-3.045	-3.929	-3.366	-2.78	-3.619	-2.084	-0.294	-1.914	-2.451	-2.939	-2.225	-1.501
hsa-miR-15b	-	-	3	160122396	160122417	-	-	-	MI0000438	hsa-mir-15b	4.575	4.543	4.561	3.907	5.958	3.954	4.233	4.952	4.311	4.762	4.558	4.853	3.739	3.129	4.234	3.33	4.584	3.538	4.721	4.746	4.803	6.233	6.24	4.731	3.323	4.414	3.673	4.694	4.993	4.08	4.323	3.32	4.775	4.578	4.052	3.592	4.739	4.999	3.883	4.772	4.625	3.175	4.156	3.434	5.748	5.609	5.509	3.871	5.452	4.378	4.761	4.123	4.812	3.687	2.726	3.357	5.04	4.072	5.189	3.475
hsa-miR-15b*	-	-	3	160122396	160122417	-	-	-	MI0000438	hsa-mir-15b	-2.979	-3.027	-3.094	-3.762	-1.689	-3.401	-2.941	-2.568	-3.42	-2.67	-2.337	-2.817	-3.615	-3.398	-2.705	-4.105	-3.463	-3.147	-1.882	-2.188	-1.38	-2.501	-2.448	-2.26	-3.892	-3.345	-2.697	-3.673	-2.607	-3.213	-3.36	-3.419	-3.228	-3.194	-2.891	-4.328	-2.792	-3.076	-3.151	-3.239	-3.613	-3.13	-3.471	-3.358	-3.07	-3.425	-3.389	-2.69	-3.045	-3.929	-3.24	-2.291	-3.624	-2.894	-3.721	-2.8	-3.496	-2.105	-3.162	-2.927
hsa-miR-16	-	-	3	160122543	160122564	-	-	-	MI0000115	hsa-mir-16-2	5.042	5.289	4.928	4.419	6.007	4.647	4.81	5.48	4.533	5.576	4.891	5.822	5.062	4.079	4.936	4.271	5.093	4.378	5.883	5.877	5.049	7.163	6.282	5.291	3.992	5.096	4.522	4.874	5.167	4.601	5.257	3.366	5.086	4.802	4.501	4.049	5.261	5.542	4.447	4.716	4.84	3.536	3.986	4.16	4.915	5.146	5.335	4.629	5.972	4.786	5.136	4.62	4.744	4.589	3.579	3.731	5.239	4.608	5.605	3.88
hsa-miR-16-2*	-	-	3	160122543	160122564	-	-	-	MI0000115	hsa-mir-16-2	-1.987	-1.718	-1.873	-2.801	-1.124	-2.038	-1.258	-1.106	-2.28	-1.078	-1.107	-1.972	-2.345	-2.441	-1.88	-3.371	-1.946	-2.2	-1.061	-1.23	-1.319	-0.944	-1.091	-1.742	-2.556	-2.713	-1.2	-2.736	-2.457	-2.873	-2.892	-3.052	-1.646	-1.515	-2.576	-3.305	-1.346	-1.073	-2.337	-2.585	-2.403	-2.31	-2.709	-2.711	-2.308	-1.696	-1.912	-1.808	-1.358	-3.496	-2.271	-1.257	-2.464	-2.838	-1.89	-2.078	-2.009	-0.871	-1.814	-2.192
hsa-miR-551b	-	-	3	168269703	168269723	-	-	-	MI0003575	hsa-mir-551b	-4.002	-1.626	-1.356	-3.802	-3.412	-3.639	-3.093	-0.806	-4.306	-3.698	-2.534	-3.647	-3.615	-3.28	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	3.008	0.607	-2.062	-1.312	0.266	1.706	2.137	-3.213	-2.017	1.378	-0.895	-0.857	-2.891	-4.328	-2.322	-3.606	-4.374	-3.916	-1.504	-3.176	0.573	-4.028	-1.027	-2.394	-3.785	-3.661	-0.226	-3.929	0.47	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-1224-5p	-	-	3	183959194	183959212	-	-	-	MI0003764	hsa-mir-1224	-2.173	-1.766	-3.312	0.45	-2.207	-0.74	-1.432	-2.125	-2.057	-1.895	-1.263	-1.505	-0.961	-1.589	-1.656	-2.027	-1.361	-1.337	1.659	-1.204	-1.041	-1.922	-0.496	0.038	-0.544	-2.302	-0.988	-2.711	-1.503	-1.457	-1.344	-0.424	-2.335	-2.028	-1.754	-1.269	-1.853	-1.231	-1.66	-2.719	-3.116	-0.964	-3.265	-1.297	-2.93	-2.645	-2.819	-0.3	-2.295	-2.853	-1.913	-1.378	-2.749	-2.061	-0.319	-1.788	-1.201	-1.338	-1.827	-1.166
hsa-miR-28-3p	-	-	3	188406583	188406644	-	-	-	MI0000086	hsa-mir-28	-4.002	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-3.973	-3.345	-3.89	-3.673	-2.607	-3.213	-3.36	-4.407	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.329	-3.162	-3.914
hsa-miR-28-5p	-	-	3	188406583	188406644	-	-	-	MI0000086	hsa-mir-28	-2.088	-0.367	0.303	-1.571	-0.92	-0.924	-1.021	-0.258	0.298	-0.138	-1.276	-0.658	-1.02	-1.524	-2.165	-1.325	-1.166	-2.247	-2.141	-2.059	-1.38	0.006	-2.905	-1.23	-1.483	0.521	-0.406	-0.117	0.982	-0.036	-0.855	-1.862	0.45	0.072	-0.589	0.258	-0.148	0.335	-1.771	-0.115	-0.185	-2.312	-0.891	-1.267	-0.807	-0.263	0.211	-1.951	0.126	-1.303	-0.898	-0.547	0.392	0.401	-1.255	-1.684	0.038	-0.75	-0.659	-0.981
hsa-miR-95	-	-	4	8007038	8007059	-	-	-	MI0000097	hsa-mir-95	-2.014	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-2.066	-3.278	-3.453	-4.116	-3.687	-2.471	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.891	-0.815	-3.497	-3.606	-1.865	-3.753	-3.121	-3.176	-3.858	-4.028	-3.013	-2.575	-3.785	-3.589	-2.433	-3.349	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-572	-	-	4	11370512	11370531	-	-	-	MI0003579	hsa-mir-572	-3.658	-3.161	-3.933	-0.613	-3.366	-1.738	-2.174	-2.398	-3.325	-3.34	-2.453	-2.536	-1.919	-2.877	-2.907	-4.116	-3.105	-2.652	0.588	-1.604	-1.38	-3.146	0.182	-1.496	-1.209	-3.345	-2.085	-3.673	-2.607	-3.213	-3.36	-2.611	-3.228	-3.532	-2.891	-3.168	-3.497	-3.078	-2.548	-3.916	-4.285	-1.292	-3.903	-2.793	-3.07	-3.454	-3.785	-1.416	-3.045	-3.929	-3.366	-2.445	-3.624	-2.894	-1.462	-2.56	-3.496	-2.329	-3.162	-2.193
hsa-miR-218	-	-	4	20529923	20529943	-	-	-	MI0000294	hsa-mir-218-1	-2.137	-1.124	-1.957	-0.46	-3.412	-1.677	-1.669	-3.671	-3.243	0.081	-0.805	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.395	-2.607	-3.213	-3.36	-4.655	-3.145	-3.249	-1.525	-0.762	0.258	-1.913	-0.665	-3.916	-1.06	-3.176	-1.558	-4.028	-0.15	0.63	-3.785	-3.661	-1.121	-3.617	-1.381	-4.34	-3.624	-2.894	-1.945	-1.913	-3.496	-1.916	-3.162	-3.998
hsa-miR-574-3p	-	-	4	38869678	38869735	-	-	-	MI0003581	hsa-mir-574	-0.973	-0.102	-0.442	-0.941	-0.121	-0.979	-0.045	-0.459	-0.554	-1.103	-1.235	-1.01	-1.21	-1.142	-1.209	-2.042	-1.556	-1.372	0.041	-0.82	0.451	-2.054	-1.12	-0.797	-2.054	0.072	-0.779	0.625	-0.748	-0.614	-0.955	-0.702	-0.152	0.153	-0.632	-0.616	-0.268	-0.037	-1.675	-0.017	-0.346	-0.752	-1.128	-1.765	-1.764	-0.364	-0.779	-0.318	0.169	-0.187	0.067	-1.476	0.144	0.01	-0.235	-0.599	-0.485	-0.674	-1.085	-1.038
hsa-miR-574-5p	-	-	4	38869678	38869735	-	-	-	MI0003581	hsa-mir-574	-0.397	0.561	-0.005	0.683	-0.067	0.43	0.802	0.287	-0.254	0.244	-0.166	-0.169	0.721	0.024	0.059	-0.881	-0.461	-0.098	1.922	0.74	-0.312	-1.038	0.887	0.337	-0.626	0.654	0.288	0.443	0.067	0.268	-0.03	0.391	-0.006	-0.131	0	0.03	0.085	-0.004	-0.317	0.879	0.32	0.177	-1.382	0.091	-0.927	-1.059	-0.436	0.816	-0.465	0.022	-0.36	-0.03	0.326	0.482	0.656	0.104	0.191	0.496	-0.719	0.251
hsa-miR-575	-	-	4	83674504	83674522	-	-	-	MI0003582	hsa-mir-575	0.075	0.122	-0.553	1.451	-0.095	0.874	1.45	-0.211	-0.772	0.029	1.379	0.219	0.555	0.947	0.971	-0.984	-0.422	1.248	2.051	1.84	0.176	0.445	2.477	0.921	2.161	-1.354	1.514	-1	-0.638	-0.24	-0.99	1.647	-1.088	-1.321	-0.017	-0.872	-0.535	-0.258	0.634	-0.902	-1.469	1.882	-1.427	1.988	0.008	0.488	-0.749	1.645	0.369	-0.888	-0.522	1.603	-0.258	0.189	2.07	1.85	-0.546	1.532	0.123	2.143
hsa-miR-887	-	-	5	15935339	15935360	-	-	-	MI0005562	hsa-mir-887	-4.002	-3.529	-3.493	-2.753	-3.412	-2.936	-3.093	-3.862	-4.233	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-1.872	-3.167	-1.38	-3.201	-2.894	-2.26	-3.288	-3.345	-3.98	-3.673	-2.607	-1.933	-2.036	-3.561	-3.228	-3.108	-2.891	-4.328	-3.497	-3.606	-3.57	-3.916	-4.285	-3.176	-3.779	-4.028	-3.07	-3.454	-3.785	-3.592	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.703	-4.513	-3.496	-4.521	-3.162	-3.998
hsa-miR-582-3p	-	-	5	58999455	58999476	-	-	-	MI0003589	hsa-mir-582	-4.002	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.251	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.129	-3.532	-2.891	-3.115	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-582-5p	-	-	5	58999455	58999476	-	-	-	MI0003589	hsa-mir-582	-4.002	-3.529	-1.602	-3.331	-2.307	-3.639	-0.515	-3.202	-3.105	-3.595	-1.367	-2.536	-3.063	-3.398	-3.444	-2.457	1.058	-0.668	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-1.048	-2.416	-0.834	-1.34	1.061	0.436	-1.246	-2.79	1.015	-0.027	0.85	1.393	-3.497	-2.371	-4.374	-3.769	-0.274	0.035	-3.903	-4.028	-3.07	-3.454	-3.432	-3.661	-1.745	-3.929	-1.171	-4.34	-2.799	-2.894	-2.998	-2.589	-2.697	-4.549	-3.162	-3.859
hsa-miR-9(2)	-	-	5	87962683	87962741	-	-	-	MI0000467	hsa-mir-9-2	-2.548	-3.529	-4.41	-3.802	-3.412	0.24	3.921	-3.862	-1.278	5.238	3.618	-3.647	-0.459	-0.25	-3.453	-4.116	-3.687	0.963	0.19	0.005	-1.38	-3.201	-2.905	-2.054	-3.244	-3.345	0.29	-0.457	-1.671	-2.153	-1.87	-1.88	-1.429	-2.178	-2.891	-1.918	-3.272	-3.606	-4.374	-1.09	1.773	0.405	-1.047	-2.314	-3.07	-3.454	-3.785	0.082	-3.045	-1.795	0.713	-1.227	-2.778	-2.894	-3.962	-3.788	-3.496	-3.489	-3.162	-3.998
hsa-miR-9*(2)	-	-	5	87962683	87962741	-	-	-	MI0000467	hsa-mir-9-2	-3.082	-3.529	-4.41	-3.802	-3.412	-1.032	2.881	-3.862	-1.942	4.445	2.409	-3.647	0.074	-0.607	-3.453	-4.116	-3.687	0.004	-1.147	-2.224	-1.38	-2.946	-1.892	-0.96	-4.257	-3.345	-1.011	0.111	-0.83	-1.422	-0.591	-3.025	-0.259	-1.14	-2.891	-2.484	-3.164	-3.606	-4.374	-1.269	2.93	0.103	-1.234	-4.028	-3.07	-3.454	-3.785	-0.985	-3.045	-0.078	0.991	-3.019	-2.512	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-886-3p	-	-	5	135416187	135416207	-	-	-	MI0005527	hsa-mir-886	-4.002	4.176	-4.41	-3.802	-3.412	-3.639	4.893	3.996	3.088	4.679	3.322	0.701	2.091	4.082	6.688	3.949	2.264	4.184	0.07	-3.167	6.749	-3.038	4.988	6.958	-4.257	-2.829	-0.2	2.801	5.117	2.587	5.804	4.883	-0.298	-0.004	4.008	2.62	-3.497	5.654	3.898	-3.916	-4.285	5.089	-3.903	-4.028	5.901	-3.454	6.487	-3.661	3.91	-3.929	-3.366	5.029	5.223	5.388	6.63	4.372	6.404	4.277	5.282	5.99
hsa-miR-886-5p	-	-	5	135416187	135416207	-	-	-	MI0005527	hsa-mir-886	-4.002	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.333	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-3.519	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.636	-3.661	-3.045	-3.929	-3.366	-4.278	-3.624	-2.894	-3.716	-4.513	-3.496	-4.549	-3.162	-3.274
hsa-miR-874	-	-	5	136983270	136983291	-	-	-	MI0005532	hsa-mir-874	-2.723	-2.331	-3.148	-0.255	-2.474	-1.18	-1.239	-1.9	-2.235	-1.922	-1.305	-1.029	-1.037	-1.448	-1.912	-2.422	-2.307	-1.956	0.962	-0.895	-1.38	-1.529	-1.751	-1.028	0.723	-2.472	-1.203	-2.402	-2.507	-1.075	-2.26	-0.602	-3.228	-2.637	-2.311	-2.132	-1.922	-1.44	-1.259	-2.377	-3.385	-0.28	-3.594	-1.28	-1.709	-3.101	-2.329	-0.546	-2.721	-2.631	-2.254	-1.173	-3.624	-2.317	0.428	-0.863	-2.938	-1.189	-2.105	-0.561
hsa-miR-584	-	-	5	148441935	148441956	-	-	-	MI0003591	hsa-mir-584	-4.002	-0.427	-3.216	-3.095	-3.412	-3.263	-3.093	-3.862	-3.477	-3.352	-3.202	-1.644	-3.421	-2.283	-3.453	-2.67	-3.687	-3.307	-2.77	-3.167	-1.38	-3.201	-2.905	-2.26	-2.24	-1.673	-0.167	-0.707	-0.501	-1.236	-1.087	-0.794	0.148	0.194	-2.891	-3.216	-3.497	-0.846	-4.267	-3.916	-4.285	-2.781	-3.903	-2.022	-3.07	-3.454	-3.125	-2.832	-2.978	-3.929	-1.331	-2.922	-3.624	-2.894	-3.151	-3.562	-3.496	-3.058	-3.162	-3.749
hsa-miR-145	-	-	5	148810225	148810247	-	-	-	MI0000461	hsa-mir-145	-4.002	-3.529	3.668	-3.802	-3.412	-3.639	-3.093	2.539	1.473	-3.698	-3.202	-3.647	-3.615	-0.323	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-1.166	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-2.816	-0.838	-3.228	-2.974	-2.891	-1.324	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.903	-3.807	-3.07	-0.141	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-2.871	-3.162	-3.998
hsa-miR-378	-	-	5	149112393	149112451	-	-	-	MI0000786	hsa-mir-378	-0.913	-1.603	-2.97	-0.468	-1.588	-2.115	-1.164	-2.2	-3.793	-3.046	-2.787	-1.131	0.217	-0.766	-0.502	-2.312	-0.095	-1.631	0.91	2.407	1.584	0.457	-1.377	-0.952	-0.079	-1.482	0.431	-1.607	-0.638	-0.947	-1.082	0.579	-0.001	-0.179	-1.461	-2.953	-2.336	-1.507	-0.14	-1.756	-2.799	-0.158	-1.762	0.51	0.362	-0.719	-1.458	-0.356	-1.962	-1.403	0.191	-0.882	-2.144	-2.894	-0.958	-1.679	-1.307	-1.632	-1.262	-0.914
hsa-miR-378*	-	-	5	149112393	149112451	-	-	-	MI0000786	hsa-mir-378	-3.32	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.809	-4.306	-3.698	-3.202	-3.647	-2.319	-3.398	-2.875	-4.116	-2.082	-4.388	-2.613	-0.604	0.663	-1.007	-2.619	-2.26	-3.336	-2.709	-2.419	-3.409	-1.959	-2.454	-2.588	-3.003	-1.105	-1.494	-2.891	-4.328	-3.497	-3.263	-2.899	-3.433	-4.285	-2.875	-3.226	-2.73	-1.017	-2.218	-3.118	-3.639	-2.804	-2.778	-1.412	-4.34	-3.581	-2.894	-3.962	-4.513	-3.209	-4.549	-2.715	-3.998
hsa-miR-146a	-	-	5	159912380	159912401	-	-	-	MI0000477	hsa-mir-146a	-4.002	1.12	0.663	0.17	-3.412	-3.639	0.417	-3.6	-0.514	-3.698	-3.202	1.868	-3.615	-3.398	-3.453	-4.116	-3.687	-4.102	-3.519	0.616	-1.38	-3.201	-0.275	-2.26	4.214	4.364	4.345	5.067	4.397	4.797	4.496	3.125	4.811	4.358	-2.891	-4.328	-2.151	1.701	-4.374	-2.827	-4.285	-3.176	-3.903	0.072	-2.649	-3.454	0.249	-3.661	-3.045	-3.929	-3.366	-4.34	-0.981	-2.7	-3.962	0.805	1.08	-2.737	0.243	2.976
hsa-miR-103	-	-	5	167987908	167987930	-	-	-	MI0000109	hsa-mir-103-1	4.158	4.006	2.783	3	4.87	3.487	2.146	3.27	2.879	2.982	2.67	4.349	3.024	3.224	3.499	3.723	3.709	3.298	3.847	3.948	3.131	5.036	4.022	4.16	3.317	3.339	2.886	4.308	4.046	3.697	4.138	2.885	3.207	3.024	3.467	2.896	4.007	2.401	2.996	4.142	3.961	2.819	4.031	3.346	3.796	4.411	4.14	3.05	4.886	4.193	3.852	2.47	3.668	2.544	1.457	1.957	3.692	1.678	3.747	2.752
hsa-miR-218(2)	-	-	5	168195215	168195235	-	-	-	MI0000295	hsa-mir-218-2	-2.137	-1.124	-1.957	-0.46	-3.412	-1.677	-1.669	-3.671	-3.243	0.081	-0.805	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.395	-2.607	-3.213	-3.36	-4.655	-3.145	-3.249	-1.525	-0.762	0.258	-1.913	-0.665	-3.916	-1.06	-3.176	-1.558	-4.028	-0.15	0.63	-3.785	-3.661	-1.121	-3.617	-1.381	-4.34	-3.624	-2.894	-1.945	-1.913	-3.496	-1.916	-3.162	-3.998
hsa-miR-340	-	-	5	179442318	179442381	-	-	-	MI0000802	hsa-mir-340	-0.337	-1.504	-2.574	-2.783	-0.178	-1.153	-3.093	-2.768	-2.3	-0.76	-2.442	-2.468	-2.759	-2.258	-2.573	-2.644	-1.746	-1.668	-3.545	0.616	-1.38	-2.103	-2.905	-0.924	-2.351	-1.399	-0.256	-0.714	-0.846	-0.934	-1.369	-1.284	-0.464	-1.211	-1.523	-1.542	-1.912	-3.525	-3.196	-0.509	-0.926	-2.006	0.425	-1.354	-2.805	-0.496	-3.005	-0.962	-2.16	-1.356	-2.526	-1.87	-2.48	-2.894	-3.905	-3.002	-2.136	-2.358	-2.397	-2.666
