ROWNAME	Name	TissueType	DataSource	OncoTree1	OncoTree2	OncoTree3	OncoTree4
851	RPMI-8402	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
852	RS-5	pleura: mesothelioma	CCLE	Mesothelium	Mesothelioma (MESO)	NA	NA
853	RS4;11	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
854	RT-112	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
855	RT112/84	urinary_tract: carcinoma	CCLE	Bladder_Urinary_Tract	NA	NA	NA
856	RT4	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
857	RVH-421	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
858	S-117	soft_tissue: sarcoma	CCLE	Soft_Tissue	NA	NA	NA
859	SALE	lung: immortalized_epithelial	CCLE	Lung	NA	NA	NA
860	Saos-2	bone: osteosarcoma	CCLE	Bone	Osteosarcoma (OS)	NA	NA
861	SBC-5	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
862	SCaBER	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
863	SCC-15	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
864	SCC-25	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
865	SCC-4	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
866	SCC-9	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
867	SCLC-21H	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
868	SEM	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
869	Set-2	haematopoietic_and_lymphoid_tissue: essential_thrombocythaemia	CCLE	Blood	Myeloproliferative Neoplasm (MPN)	Essential Thrombocythaemia (ETC)	NA
870	SF-172	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
871	SF-295	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
872	SF126	central_nervous_system: astrocytoma	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
873	SF767	central_nervous_system: astrocytoma_Grade_III	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
874	SH-10-TC	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
875	SH-4	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
876	SH-SY5Y	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
877	SHP-77	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
878	SIG-M5	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
879	SIMA	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
880	SJRH30	soft_tissue: rhabdomyosarcoma	CCLE	Soft_Tissue	Rhabdomyosarcoma (RMS)	NA	NA
881	SJSA-1	bone: osteosarcoma	CCLE	Bone	Osteosarcoma (OS)	NA	NA
882	SK-BR-3	breast: carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	NA	NA
883	SK-CO-1	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
884	SK-ES-1	bone: Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	CCLE	Bone	Ewing Sarcoma (ES)	NA	NA
885	SK-HEP-1	liver: adenocarcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
886	SK-LMS-1	soft_tissue: sarcoma	CCLE	Soft_Tissue	NA	NA	NA
887	SK-LU-1	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
888	SK-MEL-1	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
889	SK-MEL-2	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
890	SK-MEL-24	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
891	SK-MEL-28	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
892	SK-MEL-3	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
893	SK-MEL-30	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
894	SK-MEL-31	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
895	SK-MEL-5	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
896	SK-MES-1	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
897	SK-MM-2	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
898	SK-N-AS	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
899	SK-N-BE(2)	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
900	SK-N-DZ	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
901	SK-N-FI	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
902	SK-N-MC	bone: Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	CCLE	Bone	Ewing Sarcoma (ES)	NA	NA
903	SK-N-SH	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
904	SK-OV-3	ovary: adenocarcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
905	SK-RC 31	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
906	SK-RC-20	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
907	SK-UT-1	soft_tissue: leiomyosarcoma	CCLE	Soft_Tissue	Leiomyosarcoma (LMS)	NA	NA
908	SKM-1	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
909	SLR 20	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
910	SLR 21	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
911	SLR 23	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
912	SLR 24	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
913	SLR 25	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
914	SLR 26	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
915	SNB-19	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
916	SNG-M	endometrium: adenocarcinoma	CCLE	Uterus	Endometrial Carcinoma (UCEC)	NA	NA
917	SNU-1	stomach: undifferentiated_adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
918	SNU-1033	large_intestine: carcinoma	CCLE	Bowel	NA	NA	NA
919	SNU-1040	large_intestine: carcinoma	CCLE	Bowel	NA	NA	NA
920	SNU-1041	upper_aerodigestive_tract: carcinoma	CCLE	Head_Neck	NA	NA	NA
921	SNU-1066	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
922	SNU-1076	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
923	SNU-1077	endometrium: carcinosarcoma-malignant_mesodermal_mixed_tumour	CCLE	Uterus	Uterine Sarcoma / Mesenchymal (USARC)	Uterine Carcinosarcoma / Uterine Malignant Mixed Mullerian Tumor (UCS)	NA
924	SNU-1079	biliary_tract: carcinoma	CCLE	Biliary_Tract	NA	NA	NA
925	SNU-1105	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
926	SNU-119	ovary: adenocarcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
927	SNU-1196	biliary_tract: carcinoma	CCLE	Biliary_Tract	NA	NA	NA
928	SNU-1197	large_intestine: carcinoma	CCLE	Bowel	NA	NA	NA
929	SNU-1214	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
930	SNU-1272	kidney: clear_cell_renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	Renal Clear Cell Carcinoma (CCRCC)	NA
931	SNU-16	stomach: undifferentiated_adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
932	SNU-175	large_intestine: carcinoma	CCLE	Bowel	NA	NA	NA
933	SNU-182	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
934	SNU-201	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
935	SNU-213	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
936	SNU-216	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
937	SNU-245	biliary_tract: carcinoma	CCLE	Biliary_Tract	NA	NA	NA
938	SNU-283	large_intestine: carcinoma	CCLE	Bowel	NA	NA	NA
939	SNU-308	biliary_tract: carcinoma	CCLE	Biliary_Tract	NA	NA	NA
940	SNU-324	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
941	SNU-349	kidney: clear_cell_renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	Renal Clear Cell Carcinoma (CCRCC)	NA
942	SNU-387	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
943	SNU-398	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
944	SNU-407	large_intestine: carcinoma	CCLE	Bowel	NA	NA	NA
945	SNU-410	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
946	SNU-423	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
947	SNU-449	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
948	SNU-46	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
949	SNU-466	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
950	SNU-475	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
951	SNU-478	biliary_tract: carcinoma	CCLE	Biliary_Tract	NA	NA	NA
952	SNU-489	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
953	SNU-5	stomach: undifferentiated_adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
954	SNU-503	large_intestine: carcinoma	CCLE	Bowel	NA	NA	NA
955	SNU-520	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
956	SNU-601	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
957	SNU-61	large_intestine: carcinoma	CCLE	Bowel	NA	NA	NA
958	SNU-620	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
959	SNU-626	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
960	SNU-668	stomach: signet_ring_adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
961	SNU-685	endometrium: carcinosarcoma-malignant_mesodermal_mixed_tumour	CCLE	Uterus	Uterine Sarcoma / Mesenchymal (USARC)	Uterine Carcinosarcoma / Uterine Malignant Mixed Mullerian Tumor (UCS)	NA
962	SNU-719	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
963	SNU-738	central_nervous_system: oligodendroglioma	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Oligodendroglioma (ODG)	NA
964	SNU-761	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
965	SNU-8	ovary: adenocarcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
966	SNU-81	large_intestine: carcinoma	CCLE	Bowel	NA	NA	NA
967	SNU-840	ovary: Brenner_tumour	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	Brenner Tumor (BTOV)	NA
968	SNU-869	biliary_tract: carcinoma	CCLE	Biliary_Tract	NA	NA	NA
969	SNU-878	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
970	SNU-886	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
971	SNU-899	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
972	SNU-C1	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
973	SNU-C2A	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
974	SNU-C4	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
975	SNU-C5	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
976	Sq-1	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
977	SR-786	haematopoietic_and_lymphoid_tissue: anaplastic_large_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	T-Cell and Natural Killer Lymphoma (TNKL)	Anaplastic Large Cell Lymphoma (ALCL)
978	ST486	haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
979	SU-DHL-1	haematopoietic_and_lymphoid_tissue: anaplastic_large_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	T-Cell and Natural Killer Lymphoma (TNKL)	Anaplastic Large Cell Lymphoma (ALCL)
980	SU-DHL-10	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
981	SU-DHL-4	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
982	SU-DHL-5	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
983	SU-DHL-6	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
984	SU-DHL-8	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
985	SU.86.86	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
986	SUIT-2	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
987	SUP-B15	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
988	SUP-HD1	haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma	CCLE	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
989	SUP-M2	haematopoietic_and_lymphoid_tissue: anaplastic_large_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	T-Cell and Natural Killer Lymphoma (TNKL)	Anaplastic Large Cell Lymphoma (ALCL)
990	SUP-T1	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
991	SUP-T11	haematopoietic_and_lymphoid_tissue: peripheral_T_cell_lymphoma_unspecified	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	T-Cell and Natural Killer Lymphoma (TNKL)	Peripheral T-Cell Lymphoma (PTCL)
992	SW 1088	central_nervous_system: glioma	CCLE	Brain_CNS	NA	NA	NA
993	SW 1271	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
994	SW 1353	bone: chondrosarcoma	CCLE	Bone	Chondrosarcoma (CHS)	NA	NA
995	SW 1573	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
996	SW 1783	central_nervous_system: astrocytoma_Grade_III	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
997	SW 1990	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
998	SW 780	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
999	SW 900	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
1000	SW-1710	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
1001	SW1116	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
1002	SW1417	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
1003	SW1463	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
1004	SW403	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
1005	SW48	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
1006	SW480	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
1007	SW579	thyroid: anaplastic_carcinoma	CCLE	Thyroid	Anaplastic Thyroid Cancer (THAP)	NA	NA
1008	SW620	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
1009	SW837	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
1010	SW948	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
1011	T-47D	breast: ductal_carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	Breast Invasive Ductal Carcinoma (IDC)	NA
1012	T.T	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1013	T1-73	bone: osteosarcoma	CCLE	Bone	Osteosarcoma (OS)	NA	NA
1014	T24	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
1015	T3M-10	lung: large_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1016	T3M-4	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
1017	T84	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
1018	T98G	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
1019	TALL-1	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
1020	TC-32	bone: Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	CCLE	Bone	Ewing Sarcoma (ES)	NA	NA
1021	TC-71	bone: Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	CCLE	Bone	Ewing Sarcoma (ES)	NA	NA
1022	TCC-PAN2	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
1023	TCCSUP	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
1024	TE 125.T	soft_tissue: rhabdomyosarcoma	CCLE	Soft_Tissue	Rhabdomyosarcoma (RMS)	NA	NA
1025	TE 159.T	soft_tissue: rhabdomyosarcoma	CCLE	Soft_Tissue	Rhabdomyosarcoma (RMS)	NA	NA
1026	TE 441.T	soft_tissue: rhabdomyosarcoma	CCLE	Soft_Tissue	Rhabdomyosarcoma (RMS)	NA	NA
1027	TE 617.T	soft_tissue: rhabdomyosarcoma	CCLE	Soft_Tissue	Rhabdomyosarcoma (RMS)	NA	NA
1028	TE-1	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1029	TE-10	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1030	TE-11	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1031	TE-14	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1032	TE-15	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1033	TE-4	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1034	TE-5	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1035	TE-6	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1036	TE-8	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1037	TE-9	oesophagus: squamous_cell_carcinoma	CCLE	Esophagus_Stomach	Esophageal Squamous Cell Carcinoma (ESCC)	NA	NA
1038	TEN	endometrium: clear_cell_carcinoma	CCLE	Uterus	Endometrial Carcinoma (UCEC)	Uterine Clear Cell Carcinoma (UCC)	NA
1039	TF-1	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1040	TGBC11TKB	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
1041	THP-1	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1042	TIG-3 TD	lung: immortalized_embryonic_fibroblast	CCLE	Lung	NA	NA	NA
1043	TM-31	central_nervous_system: astrocytoma	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
1044	TO 175.T	haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma	CCLE	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
1045	Toledo	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
1046	TOV-112D	ovary: endometrioid_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	Endometrioid Ovarian Cancer (EOV)	NA
1047	TOV-21G	ovary: clear_cell_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	Clear Cell Ovarian Cancer (CCOV)	NA
1048	TT	thyroid: medullary_carcinoma	CCLE	Thyroid	Medullary Thyroid Cancer (THME)	NA	NA
1049	TT2609-C02	thyroid: follicular_carcinoma	CCLE	Thyroid	Follicular Thyroid Cancer (THFO)	NA	NA
1050	TUHR10TKB	kidney: carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1051	TUHR14TKB	kidney: carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1052	TUHR4TKB	kidney: carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1053	TYK-nu	ovary: undifferentiated_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
1054	U-118 MG	central_nervous_system: astrocytoma	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
1055	U-138 MG	central_nervous_system: astrocytoma	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
1056	U-178	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
1057	U-2 OS	bone: osteosarcoma	CCLE	Bone	Osteosarcoma (OS)	NA	NA
1058	U-251 MG	central_nervous_system: astrocytoma	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
1059	U-87 MG	central_nervous_system: astrocytoma	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
