""	"NSC"	"NAME"	"SMILES"	"CONFIDENTIAL_FLAG"	"MOA"	"FDA_STATUS"	"TOTAL_EXPS"	"TOTAL_EXPS_AFTER_QC"	"PUBCHEM_SID"	"CAS"
"5550"	5550	"malachite green oxalate"	"CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccccc3.CN(C)c4ccc(cc4)C(=C5C=CC(=[N+](C)C)C=C5)c6ccccc6.OC(=O)C(=O)O.[O-]C(=O)C(=O)[O-]"	0	""	""	4	2	"407450"	"4366318"
"5551"	5551	"wln: t b566 ck esj c1 d1u1r dn1&1 &i"	"CN(C)c1ccc(\C=C\c2sc3ccc4ccccc4c3[n+]2C)cc1"	0	""	""	2	1	"6433478"	"6285354"
"5620"	5620	"2,2'-(2-Oxo-3,4-dihydro-2h-1,4-benzothiazine-3,3-diyl)diacetic acid"	"OC(=O)CC1(CC(=O)O)Nc2ccccc2SC1=O"	0	""	""	1	1	"221258"	"6289185"
"5639"	5639	"phenylbenzophenone"	"O=C(c1ccccc1)c2ccccc2c3ccccc3"	0	""	""	1	1	"407452"	"1985326"
"5648"	5648	"thonzide"	"CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c2ncccn2"	0	NA	NA	2	1	"539037"	"553082"
"5703"	5703	"5-(3,4,5-Trimethoxyphenyl)[1,3]dioxolo[4,5-g]isoquinoline"	"COc1cc(cc(OC)c1OC)c2nccc3cc4OCOc4cc23"	0	""	""	1	1	"221307"	"6289710"
"5705"	5705	"Methyl 8-hydroxy-5-(3,4,5-trimethoxyphenyl)benzo[f][1,3]benzodioxole-6-carboxylate"	"COC(=O)c1cc(O)c2cc3OCOc3cc2c1c4cc(OC)c(OC)c(OC)c4"	0	""	""	1	1	"221309"	"6289721"
"5816"	5816	"wln: gr dmyus&mvr"	"Clc1ccc(NC(=S)NC(=O)c2ccccc2)cc1"	0	""	""	2	1	"701011"	"4921839"
"5889"	5889	"l-usnic acid"	"CC(=O)C1C(=O)C=C2Oc3c(C(=O)C)c(O)c(C)c(O)c3C2(C)C1=O"	0	NA	NA	5	2	"71909"	NA
"5890"	5890	"d-usnic acid"	"CC(=O)C1C(=O)C=C2Oc3c(C(=O)C)c(O)c(C)c(O)c3C2(C)C1=O"	0	NA	NA	5	2	"71910"	NA
"5896"	5896	"Sodium;5-[(6-methoxyquinolin-8-yl)diazenyl]quinolin-8-ol"	"COc1cc(N=Nc2ccc(O)c3ncccc23)c4ncccc4c1"	0	""	""	1	1	"135436503"	NA
"5907"	5907	"Acetic acid;6-methoxy-4-[(E)-2-(6-methoxyquinolin-4-yl)ethenyl]quinoline"	"COc1ccc2nccc(\C=C\c3ccnc4ccc(OC)cc34)c2c1"	0	""	""	2	1	"16682406"	"6281852"
"5908"	5908	"9-(6-Methoxy-3,4-dihydro-2H-quinolin-1-yl)acridine"	"COc1ccc2N(CCCc2c1)c3c4ccccc4nc5ccccc35"	0	""	""	1	1	"221375"	"5461472"
"5920"	5920	"4-[[4-(dimethylamino)phenyl]methyl]-6-[(6-methoxyquinolin-8-yl)diazenyl]-1-N,1-N-dimethylbenzene-1,3-diamine"	"COc1cc(N=Nc2cc(Cc3ccc(cc3)N(C)C)c(N)cc2N(C)C)c4ncccc4c1"	0	""	""	1	1	"407487"	NA
"6145"	6145	"1,2-Dibenzoylbenzene"	"O=C(c1ccccc1)c2ccccc2C(=O)c3ccccc3"	0	""	""	1	1	"70875"	"1159860"
"6152"	6152	"chrysarobin"	"Cc1cc(O)c2cc3c(O)c(O)ccc3cc2c1"	0	NA	NA	2	2	"72146"	NA
"6171"	6171	"cineol"	"CC12CCC(CC1)C(C)(C)O2"	0	NA	NA	6	3	"72164"	"470826"
"6176"	6176	"Cinchonine"	"O[C@H]([C@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34"	0	NA	NA	1	1	"72169"	"118105"
"6266"	6266	"Dibenzoylmethane"	"O=C(CC(=O)c1ccccc1)c2ccccc2"	0	""	""	1	1	"8433"	"120467"
"6278"	6278	"2-Aminonaphthiazole"	"Nc1nc2c(ccc3ccccc23)s1"	0	""	""	1	1	"94880"	"40172654"
"6386"	6386	"bialamicol"	"CCN(CC)Cc1cc(cc(CC=C)c1O)c2cc(CC=C)c(O)c(CN(CC)CC)c2"	0	NA	NA	4	2	"539146"	"3624962"
"6396"	6396	"Thiotepa"	"S=P(N1CC1)(N2CC2)N3CC3"	0	"A7|AlkAg"	"FDA approved"	144	115	"-1"	"52244"
"6477"	6477	"nf 23"	"CCOC(=O)\C=C\c1oc(cc1)[N+](=O)[O-]"	0	""	""	1	1	"899314"	"1874120"
"6777"	6777	"ALBB-024793"	"[O-][N+](=O)c1cc(Br)cc2c3cc(Br)ccc3[nH]c12"	0	""	""	1	1	"221765"	"5416228"
"6814"	6814	"Erucic Acid"	"CCCCCCCC\C=C/CCCCCCCCCCCC(=O)O"	0	NA	NA	5	1	"72770"	"112867"
"6883"	6883	"72I9A2I712"	"[O-][N+](=O)c1cccc(Oc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])c1"	0	""	""	1	1	"221812"	"2548972"
"6891"	6891	"N-(4-bromophenyl)-3,4-dichlorobenzamide"	"Clc1ccc(cc1Cl)C(=O)Nc2ccc(Br)cc2"	0	""	""	2	1	"221819"	NA
"6926"	6926	""	"O=C(NNc1ccccc1)C(=O)NNc2ccccc2"	0	NA	NA	1	1	"72881"	"3030759"
"7215"	7215	"tetraaminoditolylmethane"	"Cc1cc(Cc2cc(C)c(N)cc2N)c(N)cc1N"	0	NA	NA	1	1	"73154"	"97223"
"7223"	7223	"chrome black t"	"[Na+].Oc1cc(c2cc(ccc2c1N=Nc3ccc4ccccc4c3O)[N+](=O)[O-])S(=O)(=O)O"	0	NA	NA	4	2	"539189"	"1787617"
"7233"	7233	"9,24-Dibromononacyclo[18.10.2.22,5.03,16.04,13.06,11.017,31.022,27.028,32]tetratriaconta-1(31),2,4,6(11),7,9,13,15,17,19,22(27),23,25,28(32),29,33-hexadecaene-12,21-dione"	"Brc1ccc2c(c1)C(=O)c3ccc4c5ccc6C(=O)c7cc(Br)ccc7c8ccc(c9ccc2c3c49)c5c68"	0	""	""	1	1	"222032"	"76415413"
"7354"	7354	"6-hydrazinopurine"	"N\N=C\1/N=CNc2nc[nH]c12"	0	""	""	2	2	"94902"	"5404864"
"7359"	7359	"xylosyl a"	"Nc1ncnc2c1ncn2C3OC(CO)C(O)C3O"	0	NA	NA	2	2	"73250"	"524696"
"7364"	7364	"ddmp"	"Cc1nc(N)nc(N)c1c2ccc(Cl)c(Cl)c2"	0	NA	NA	3	2	"73253"	"7761457"
"7365"	7365	"Diazooxonorleucine"	"NC(CCC(=O)C=[N+]=[N-])C(=O)O"	0	NA	NA	12	4	"539237"	"157039"
"7376"	7376	""	"COc1cc(\C=C\[N+](=O)[O-])ccc1O"	0	NA	NA	1	1	"73263"	"6178423"
"7389"	7389	"phenanthraquinone"	"O=C1C(=O)c2ccccc2c3ccccc13"	0	NA	NA	1	1	"73276"	"84117"
"7390"	7390	""	"COc1ccc(\C=C\[N+](=O)[O-])cc1OC"	0	NA	NA	1	1	"73277"	"4230937"
"7420"	7420	"5-Bromo-3-cyclohexyl-2-hydroxybenzamide"	"NC(=O)c1cc(Br)cc(C2CCCCC2)c1O"	0	""	""	1	1	"222105"	"6284500"
"7436"	7436	"sulfanilanilide, 4'-tert-butyl-"	"CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1"	0	""	""	1	1	"222114"	NA
"7519"	7519	"buphanidrine, perchlorate"	"COC1CC2N3CCC2(C=C1)c4cc5OCOc5c(OC)c4C3"	0	""	""	1	1	"457798"	NA
"7521"	7521	"simeon"	"CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O"	0	NA	NA	9	2	"73367"	"466068"
"7525"	7525	"transvaalin"	"CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(OC7OC(CO)C(O)C(O)C7O)C1O"	0	""	""	6	1	"222156"	"124992"
"7529"	7529	"Digimed"	"CC1OC(CC(O)C1O)OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC7(C)C(CCC67O)C8=CC(=O)OC8)C4)OC3C)OC2C"	0	NA	NA	3	1	"73375"	"71636"
"7530"	7530	"Strophanthoside-K"	"COC1CC(O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)OC(C)C1OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O"	0	NA	NA	2	2	"73376"	"33279571"
"7532"	7532	"adigal"	"CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(=O)C)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CCC8(C)C(CCC78O)C9=CC(=O)OC9)C5"	0	NA	NA	2	2	"539280"	"17575201"
"7533"	7533	"allocor"	"CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(=O)C)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CC(O)C8(C)C(CCC78O)C9=CC(=O)OC9)C5"	0	NA	NA	2	2	"73378"	"17575223"
"7534"	7534	"Scillirosidin, glycoside"	"CC(=O)OC1CC2(O)C(CCC3(C)C(CCC23O)C4=COC(=O)C=C4)C5(C)CCC(O)C=C15"	0	""	""	10	5	"222160"	"507595"
"7535"	7535	"lanatoside b"	"CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(=O)C)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CCC8(C)C(C(O)CC78O)C9=CC(=O)OC9)C5"	0	NA	NA	2	2	"539281"	"17575212"
"7606"	7606	"alantan"	"NC(=O)NC1NC(=O)NC1=O"	0	NA	NA	1	1	"73440"	"97596"
"7757"	7757	"bornyl cinnamate"	"CC1(C)[C@@H]2CC[C@]1(C)[C@@H](C2)OC(=O)\C=C\c3ccccc3"	0	NA	NA	1	1	"73553"	"6330672"
"7801"	7801	"Mauve"	"Cc1ccc(cc1)[n+]2c3cc(N)c(C)cc3nc4cc(C)c(Nc5ccccc5)cc24"	0	""	""	2	2	"407617"	"6373224"
"7811"	7811	"Bindschedler's green"	"CN(C)c1ccc(cc1)N=C2C=CC(=[N+](C)C)C=C2"	0	""	""	1	1	"73516"	"4486059"
"7813"	7813	"brilliant cresyl blue"	"CCN(CC)c1cc2OC3=CC(=N)C=C(N)C3=Nc2cc1C"	0	""	""	1	1	"24181324"	NA
"7821"	7821	"Capri Blue"	"CCN(CC)c1cc2[o+]c3cc(ccc3nc2cc1C)N(C)C"	0	""	""	1	1	"102162"	"1787571"
"7833"	7833	"krisolamine"	"Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12"	0	NA	NA	1	1	"539357"	"128950"
"7853"	7853	"2,6-dichloro-7-methylpurine"	"Cn1cnc2nc(Cl)nc(Cl)c12"	0	""	""	1	1	"75281"	"2273930"
"8101"	8101	"inosite"	"OC1C(O)C(O)C(O)C(O)C1O"	0	NA	NA	1	1	"73813"	"6917357"
"8117"	8117	"erycorbin"	"OCC(O)C1OC(=O)C(=C1O)O"	0	NA	NA	1	1	"73828"	"89656"
"8120"	8120	"mycoin"	"OC1OCC=C2OC(=O)C=C12"	0	NA	NA	5	5	"73831"	"149291"
"8174"	8174	"phenylbiguanide mbt-salt"	"NC(=N)NC(=N)Nc1ccccc1.S=C2Nc3ccccc3S2"	0	""	""	1	1	"3034162"	"5437116"
"8179"	8179	""	"NC(=O)Nc1n[nH]c(n1)c2ccccc2"	0	NA	NA	1	1	"73878"	"6642326"
"8360"	8360	"N-(6-chloro-2-methoxyacridin-9-yl)-N',N'-diethyl-1-(4-fluorophenyl)butane-1,4-diamine"	"CCN(CC)CCCC(Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13)c4ccc(F)cc4"	0	""	""	1	1	"222439"	"3870437"
"8552"	8552	"9-Chlorophenanthrene"	"Clc1cc2ccccc2c3ccccc13"	0	""	""	1	1	"13694"	"947728"
"8643"	8643	"Gallamine Blue"	"CN(C)c1ccc2nc3c(cc(O)c(O)c3[o+]c2c1)C(=O)N"	0	""	""	1	1	"135436514"	"1563026"
"8672"	8672	"Hofmann's Violet"	"CCNc1ccc(cc1)C(=C2C=CC(=N)C=C2)c3ccc(N(CC)CC)c(C)c3"	0	""	""	1	1	"24181402"	NA
"8673"	8673	"iodine green"	"CN(C)c1ccc(cc1C)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)[N+](C)(C)C"	0	""	""	1	1	"54605107"	"33231004"
"8675"	8675	"Ethyl violet"	"CCN(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccc(cc3)N(CC)CC"	0	""	""	2	1	"16955"	"2390592"
"8704"	8704	"dyodin"	"Oc1c(I)cc(I)c2cccnc12"	0	NA	NA	1	1	"74322"	"83738"
"8786"	8786	"diacetoxybutyltin"	"CCCC[Sn](CCCC)(OC(=O)C)OC(=O)C"	0	""	""	2	2	"16682740"	"1067330"
"8806"	8806	"Melphalan"	"N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O"	0	"A7|AlkAg"	"FDA approved"	55	42	"-1"	"3223072"
"8974"	8974	"Bis(4-bromophenyl)iodanium;hydroiodide"	"Brc1ccc([I+]c2ccc(Br)cc2)cc1"	0	""	""	1	1	"54609012"	NA
"8982"	8982	"Diphenyliodanium;2,4,6-trinitrophenol"	"[I+](c1ccccc1)c2ccccc2"	0	""	""	1	1	"24181416"	"6293658"
"8985"	8985	"Di-p-tolyliodinium bromide"	"Cc1ccc([I+]c2ccc(C)cc2)cc1"	0	NA	NA	1	1	"539516"	"6293681"
"8994"	8994	"Bis(4-tert-butylphenyl)iodanium;hydrochloride"	"CC(C)(C)c1ccc([I+]c2ccc(cc2)C(C)(C)C)cc1"	0	""	""	1	1	"54602012"	"5421534"
"8995"	8995	"rot c"	"Oc1ccc2ccccc2c1N=Nc3ccc(cc3)N=Nc4ccccc4"	0	NA	NA	1	1	"539521"	"85869"
"9037"	9037	"3h-xanthen-3-one, 2,6,7-trihydroxy-9-(o-hydroxy-phenyl)-"	"OC1=CC2=C(c3ccccc3O)c4cc(O)c(O)cc4OC2=CC1=O"	0	""	""	1	1	"72722"	"3569822"
"9168"	9168	"fumidil"	"COC1C(CCC2(CO2)C1C3(C)OC3CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C/C(=O)O"	0	NA	NA	3	1	"74694"	"23110158"
"9170"	9170	"thiocolciran"	"COc1cc2CC[C@H](N)C3=CC(=O)C(=CC=C3c2c(OC)c1OC)SC"	0	""	""	5	2	"17649"	"2731160"
"9291"	9291	"naphthol blue (van)"	"CN(C)c1ccc2nc3c(ccc4ccccc34)[o+]c2c1"	0	""	""	2	1	"101929"	"966621"
"9358"	9358	"pada"	"CN(C)c1ccc(cc1)N=Nc2ccccn2"	0	""	""	1	1	"81528"	"13103758"
"9403"	9403	"methylene green (van)"	"CN(C)c1ccc2nc3ccc(N(C)C)c(c3[s+]c2c1)[N+](=O)[O-]"	0	NA	NA	1	1	"539618"	"2679018"
"9404"	9404	"safranin bluish"	"CN(C)c1ccc2nc3ccc(N)cc3[n+](c4ccccc4)c2c1"	0	NA	NA	2	2	"539619"	"2390569"
"9594"	9594	"safranin bluish"	"CN(C)c1ccc2nc3ccc(N)cc3[n+](c4ccccc4)c2c1"	0	NA	NA	1	1	"539646"	"2390569"
"9598"	9598	"azur i"	"CNc1ccc2nc3ccc(cc3[s+]c2c1)N(C)C"	0	""	""	1	1	"68275"	"531555"
"9605"	9605	"methylene blue nn"	"CCNc1cc2[s+]c3cc(NCC)c(C)cc3nc2cc1C"	0	NA	NA	1	1	"539650"	"1934163"
"9608"	9608	"1-(naphthalen-2-yl)-9,10-dioxo-9,10-dihydroanthracene-2-..."	"OC(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1c4ccc5ccccc5c4"	0	""	""	1	1	"222760"	NA
"9609"	9609	"janus red"	"Cc1cc(ccc1N=Nc2cccc(c2)[N+](C)(C)C)N=Nc3c(O)ccc4ccccc34"	0	NA	NA	3	2	"539653"	"2636319"
"9610"	9610	"janus black"	"CCN(CC)c1ccc2nc3ccc(cc3[n+](c4ccccc4)c2c1)\N=N\c5ccc(O)cc5"	0	""	""	1	1	"135436529"	"4443996"
"9612"	9612	"nile blue bb"	"CCN(CC)c1ccc2nc3c(cc(NCc4ccccc4)c5ccccc35)[o+]c2c1"	0	""	""	2	1	"20520"	"4451881"
"9665"	9665	"gelcohol"	"CO[C@@H]1[C@H](O)CC[C@]2(CO2)[C@H]1[C@@]3(C)O[C@@H]3CC=C(C)C"	0	""	""	1	1	"222778"	"108102518"
"9667"	9667	"N-Ethyl-N,N-dimethyl-2-[2-(4-octylphenoxy)ethoxy]ethan-1-aminium dodecane-1-sulfonate"	"CCCCCCCCCCCCS(=O)(=O)[O-].CCCCCCCCc1ccc(OCCOCC[N+](C)(C)CC)cc1"	0	""	""	1	1	"24181516"	"6292315"
"9704"	9704	"lutex"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C"	0	NA	NA	1	1	"75083"	"57830"
"9706"	9706	"Triethylenemelamine"	"C1CN1c2nc(nc(n2)N3CC3)N4CC4"	0	"A7|AlkAg"	"FDA approved"	136	117	"5799"	"51183"
"9768"	9768	"2,4-Dichloro-6-[(5-chloro-2-hydroxyphenyl)methyl]phenol"	"Oc1ccc(Cl)cc1Cc2cc(Cl)cc(Cl)c2O"	0	""	""	1	1	"222840"	"5419534"
"9771"	9771	"2,6-Bis[(3,5-dichloro-2-hydroxyphenyl)methyl]-4-pentan-2-ylphenol"	"CCCC(C)c1cc(Cc2cc(Cl)cc(Cl)c2O)c(O)c(Cc3cc(Cl)cc(Cl)c3O)c1"	0	""	""	1	1	"222841"	NA
"9853"	9853	"orange y"	"[Na+].Oc1ccc2ccccc2c1N=Nc3ccc(cc3)S(=O)(=O)O"	0	NA	NA	2	1	"539726"	"633965"
"9855"	9855	"phenosafranin"	"Nc1ccc2nc3ccc(N)cc3[n+](c4ccccc4)c2c1"	0	NA	NA	1	1	"539727"	"81936"
"9856"	9856	"red oil"	"CCCCCCCC\C=C/CCCCCCCC(=O)O"	0	""	""	5	1	"445639"	"112801"
"9858"	9858	"new fuchsin"	"CC1=CC(=C(c2ccc(N)c(C)c2)c3ccc(N)c(C)c3)C=CC1=N"	0	NA	NA	2	2	"539728"	"3248917"
"9921"	9921	"pentamide"	"NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1"	0	""	""	1	1	"4735"	"100334"
"9936"	9936	"kutizon"	"CC(C)c1ccc(\C=N\NC(=S)N)cc1"	0	NA	NA	1	1	"75287"	"3811209"
"9951"	9951	"Decyltrimethylammonium bromide"	"CCCCCCCCCC[N+](C)(C)C"	0	""	""	1	1	"16388"	"2082840"
"10010"	10010	"n,n-bis(2-methyl-6-methoxy-4-quinaldyl)-1,9-diamino- non..."	"COc1ccc2nc(C)cc(NCCCCCCCCCNc3cc(C)nc4ccc(OC)cc34)c2c1"	0	NA	NA	3	3	"539757"	"6286095"
"10018"	10018	"benzimidazole, 1-dodecyl-2-methyl-, hydrobromide"	"CCCCCCCCCCCCn1c(C)nc2ccccc12"	0	NA	NA	1	1	"539760"	NA
"10036"	10036	"2-(4-chlorophenyl)-N-(7-chloroquinolin-4-yl)-N',N'-diethylbutane-1,4-diamine"	"CCN(CC)CCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(Cl)cc3"	0	""	""	1	1	"222938"	NA
"10037"	10037	"N-(7-chloroquinolin-4-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine"	"CCN(CC)CCC(CNc1ccnc2cc(Cl)ccc12)c3ccccc3"	0	""	""	1	1	"222939"	"6286255"
"10438"	10438	"resazoin"	"Oc1ccc2c(OC3=CC(=O)C=CC3=[N+]2[O-])c1"	0	NA	NA	2	2	"75737"	"550823"
"10460"	10460	"p-fuchsin"	"Nc1ccc(cc1)C(=C2C=CC(=N)C=C2)c3ccc(N)cc3"	0	NA	NA	4	3	"539808"	"569619"
"10466"	10466	"Basic Fuchsin"	"Cc1cc(ccc1N)C(=C2C=CC(=N)C=C2)c3ccc(N)cc3"	0	NA	NA	2	2	"539813"	"632995"
"10483"	10483	"Desoximetasone"	"C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23"	0	""	"FDA approved"	2	2	"5754"	"50237"
"10492"	10492	"2-(4-chlorophenyl)-n-(7-chloroquinolin-4-yl)-n',n'-dieth..."	"CCN(CC)CCCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(Cl)cc3"	0	NA	NA	1	1	"75756"	"5418597"
"10517"	10517	"2m2pm"	"CN(C)c1ccc(\C=C\c2cccc[n+]2C)cc1"	0	NA	NA	1	1	"539849"	"2156298"
"10520"	10520	"2-[(Z)-2-(4-Chlorophenyl)ethenyl]-1-methylquinolin-1-ium iodide"	"C[n+]1c(\C=C\c2ccc(Cl)cc2)ccc3ccccc13"	0	""	""	1	1	"54598850"	"5418779"
"10526"	10526	""	"CN(C)c1ccc(\C=C\c2sc3ccccc3[n+]2C)cc1"	0	NA	NA	1	1	"539858"	"20064839"
"10534"	10534	"1,3,3-trimethyl-2-[(1Z,3E)-4-phenylbuta-1,3-dienyl]indol-1-ium;iodide"	"C[N+]1=C(\C=C\C=C\c2ccccc2)C(C)(C)c3ccccc13"	0	""	""	1	1	"54609031"	"5418859"
"10535"	10535	""	"CN(C)c1ccc(\C=C\C2=[N+](C)c3ccccc3C2(C)C)cc1"	0	NA	NA	1	1	"539867"	"6307035"
"10587"	10587	"1-naphthalenemethanol, .alpha.-[2-(dibutylamino)-1,1-dim..."	"CCCCN(CCCC)CC(C)(C)C(O)c1ccc(OC)c2ccccc12"	0	""	""	1	1	"24181636"	"5414584"
"10594"	10594	"N-(2,3-dimethoxy-6-nitroacridin-9-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine;hydrochloride"	"CCN(CC)CCC(CNc1c2ccc(cc2nc3cc(OC)c(OC)cc13)[N+](=O)[O-])c4ccccc4"	0	""	""	1	1	"24181641"	"5414631"
"10641"	10641	"1-(5-Chloro-2-methoxyphenyl)-2-(dipentylamino)ethanol;hydrochloride"	"CCCCCN(CCCCC)CC(O)c1cc(Cl)ccc1OC"	0	""	""	1	1	"24181655"	NA
"10660"	10660	"1-(4-Chloronaphthalen-1-yl)-2-(dipentylamino)ethanol;hydrochloride"	"CCCCCN(CCCCC)CC(O)c1ccc(Cl)c2ccccc12"	0	""	""	1	1	"24181664"	NA
"10667"	10667	"phenothiazin-5-ium (9ci), 7-(dibutylamino)-3-(diethylami..."	"CCCCN(CCCC)c1ccc2nc3c(C)cc(cc3[s+]c2c1)N(CC)CC"	0	""	""	1	1	"24181669"	"6285832"
"10721"	10721	"cortef fluid"	"C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)COC(=O)CCC5CCCC5)[C@@]4(C)C[C@H](O)[C@H]23"	0	""	"FDA approved"	1	1	"223253"	"508996"
"10848"	10848	"ALBB-015765"	"Oc1cccc2c3OC(=O)C4=C(CCCC4)c3ccc12"	0	""	""	1	1	"223320"	"5408468"
"11051"	11051	""	"CCCCN(CCCC)CCCCNc1c(C)cnc2cc(Cl)ccc12"	0	NA	NA	1	1	"76102"	NA
"11216"	11216	"indophenol, 2,6-dibromo-, monosodium salt"	"Oc1ccc(cc1)N=C2C=C(Br)C(=O)C(=C2)Br"	0	NA	NA	1	1	"540032"	"5415236"
"11225"	11225	"klot"	"CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1"	0	NA	NA	2	2	"540036"	"92319"
"11232"	11232	"sudan r"	"COc1ccccc1N=Nc2c(O)ccc3ccccc23"	0	NA	NA	2	2	"76266"	"1229556"
"11235"	11235	"thioflavine"	"CN(C)c1ccc(cc1)c2sc3cc(C)ccc3[n+]2C"	0	""	""	2	2	"16953"	"2390547"
"11240"	11240	"Basic Blue K"	"CCNc1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C)c4ccccc14"	0	""	""	2	2	"16599"	"2185866"
"11241"	11241	"sudan red"	"[Cl-].[Cl-].Nc1cc2c(nc3c4ccccc4ccc3[n+]2c5cccc6ccccc56)c7ccccc17.Nc8cc9c(nc%10c%11ccccc%11c(N)cc%10[n+]9c%12cccc%13ccccc%12%13)c%14ccccc8%14"	0	""	""	2	2	"11980862"	NA
"11420"	11420	"3-(Dipentylamino)-1-(4-methoxynaphthalen-1-yl)-2,2-dimethylpropan-1-ol"	"CCCCCN(CCCCC)CC(C)(C)C(O)c1ccc(OC)c2ccccc12"	0	""	""	1	1	"223647"	"6288466"
"11452"	11452	"Antineoplastic-11452"	"O=[As]c1ccc(cc1)S(=O)(=O)Nc2ccccc2"	0	""	""	1	1	"223660"	NA
"11461"	11461	"usaf sn-31"	"CN(C)C(=S)Sc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]"	0	""	""	2	2	"6967"	"89372"
"11511"	11511	"NIOSH/GY7277500"	"CC1C(=O)C(=C(c2ccccc2)C1(O)c3ccccc3)C"	0	""	""	1	1	"223673"	"5423063"
"11590"	11590	"9AD2B660I3"	"OCCNc1ncnc2nc[nH]c12"	0	""	""	1	1	"20684"	"4551955"
"11624"	11624	"Maybridge3_001738"	"Cn1ncc2c(Sc3ccc(Cl)cc3)ncnc12"	0	""	""	1	1	"223719"	NA
"11663"	11663	"1-Phenyl-4-propoxy-6-(propylsulfanyl)-1h-pyrazolo[3,4-d]pyrimidine"	"CCCOc1nc(SCCC)nc2c1cnn2c3ccccc3"	0	""	""	1	1	"223750"	NA
"11667"	11667	"1h-pyrazolo[3,4-d]pyrimidine, 4,6-bis(p-bromoanilino)-1-..."	"Cn1ncc2c(Nc3ccc(Br)cc3)nc(Nc4ccc(Br)cc4)nc12"	0	""	""	1	1	"223752"	NA
"11668"	11668	"n4,n6-bis(3-chlorophenyl)-1-methyl-1h-pyrazolo[3,4-d]pyr..."	"Cn1ncc2c(Nc3cccc(Cl)c3)nc(Nc4cccc(Cl)c4)nc12"	0	""	""	2	2	"223753"	NA
"11713"	11713	"c.i. pigment red 64 (8ci)"	"OC(=O)c1cc2ccccc2c(N=Nc3ccccc3)c1O"	0	""	""	1	1	"80753"	"27757795"
"11773"	11773	"mida"	"CN(CC(=O)O)CC(=O)O"	0	""	""	1	1	"20441"	"4408644"
"11841"	11841	"TimTec1_005460"	"COc1ccc2OC(=O)C=C(C)c2c1"	0	""	""	1	1	"223821"	"6295358"
"11881"	11881	"benzoylleukomethylene blue"	"CN(C)c1ccc2N(C(=O)c3ccccc3)c4ccc(cc4Sc2c1)N(C)C"	0	""	""	1	1	"94975"	"1249974"
"11897"	11897	"Phthiocol"	"CC1=C(O)C(=O)c2ccccc2C1=O"	0	""	""	2	1	"10221"	"483556"
"11905"	11905	"lapachol"	"CC(=CCC1=C(O)C(=O)c2ccccc2C1=O)C"	0	NA	NA	4	2	"76734"	"84797"
