nsc	name	testing_status	mechanism
28408	1-Methyl-1-[4-(1-methylazocan-1-ium-1-yl)butyl]azocan-1-ium;bromide		
28527	Cyclohexylmethanamine;cyclohexylmethylcarbamic acid		
28608	"1,3-Bis(4-bromophenyl)thiourea"		
29013	"2,5-Bis(2,4-dimethylphenyl)benzene-1,4-diol"		
29018	"2,5-Bis(2,4,6-trimethylphenyl)benzene-1,4-diol"		
29117	7-Hydroxy-4-methyl-8-pentanoyl-2H-1-benzopyran-2-one		
29182	2-(Ethoxycarbonyl)phenyl 2-phenylhydrazinecarboxylate		
29228	Allyl disulfide		
29422	thioguanosine		
29424	N-Butyl-2-(methylthio)-9H-purin-6-amine		
29443	"Benzoyloxy-[[3-(benzoyloxymercuriomethyl)-1,4-dioxan-2-yl]methyl]mercury"		
29459	"Quinoline, 4-[.alpha.-[bis(2-chloroethyl)amino]-4-methox..."		
29603			
29604	"9-(3,4-Dichlorophenyl)purine-2,6-diamine;hydrochloride"		
29606	"9-(4-Methylphenyl)purine-2,6-diamine;hydrochloride"		
29630	dichloroamethopterin		
29638	"N'-(4-Fluorophenyl)-2-(3-oxo-4H-1,4-benzothiazin-2-yl)acetohydrazide"		
29865	N-[(E)-(2-Hydroxyphenyl)methylideneamino]-2-[2-[(2Z)-2-[(2-hydroxyphenyl)methylidene]hydrazinyl]-2-oxoethyl]sulfanylacetamide		
30033	glycerol-tris(iodoacetate)		
30198			
30637	"(2,4-Dinitrophenyl)methyl carbamimidothioate;chloride"		
30652	"1,4-Diacetoxynaphthalene"		
30656	michler's thione		
30706	chinon		
30712	4-((2-Hydroxybenzylidene)amino)-2-isopropyl-5-methylphenol		
30722	"2,4,6-trichloro-5-methylpyrimidine"		
30799	"1-Methylcyclopentane-1,2-dicarboxylic acid"		
30813	5-(Naphthalen-1-yl)-1-phenyl-1h-tetrazole		
30863	5660AH		
30915	"Benzoyloxy-[[6-(benzoyloxymercuriomethyl)-1,4-dioxan-2-yl]methyl]mercury"		
30916	mp 317		
30930	"2-indolecarboxylic acid, 5-(benzyloxy)-"		
30979	3-ethylcholanthrene		
31059	MS-1469		
31660	"2-Aminophenol; 2-hydroxy-1,3,2-dioxastibolane-4,5-dicarboxylic acid"		
31703	Ethyl N-[4-[(E)-3-phenylprop-2-enoyl]phenyl]carbamate		
31709	"Quinolinium, 2-[2-(2,5-dimethyl-1-pentyl-1H-pyrrol-3-yl)..."		
31717	tetraethyleniminobenzoquinone		
31760	Asperuloside		
31768	"N,N-Dimethyl-4-[(Z)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride"		
31777	"N,N-Diethyl-4-[(E)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride"		
31780	astraphloxin		
31782	"N-(4-Ethoxyphenyl)-N-methyl-4-[(E)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride"		
31812	dulana		
31815	antineoplastic-31815		
31869	Suberosin		
31882	"3,4'-dimethoxychrysin"		
32065	Hydroxyurea	FDA approved	AM|Dr
32190	WLN: T66 BNJ G1R& JQ		
32212	.alpha.-Bromochalcone		
32516	3-(But-3-en-2-yl)-2-hydroxybenzaldehyde		
32569	"Piperazine, 4-(m-chlorophenyl)-4'-(p-chlorophenyl)-1,1'-..."		
32743	Acetoxycycloheximide		
32924	2-Chloro-5-methyl-8-phenylphenazin-5-ium;methyl sulfate		
32930	"N-(7-Chloro-3-methoxyphenazin-1-yl)-N',N'-diethylpropane-1,3-diamine;hydrochloride"		
32937	"Acridan, 9-chloro-9-(p-dimethylaminophenyl)-10-ethyl-, d..."		
32942	Cetalkonium Chloride		
32944	cephaeline dihydrochloride		
32946	mggh		
32951	mycoin		
32967	"3-N,6-N,2,7-Tetramethylacridine-3,6-diamine;hydrochloride"		
32982	Curcumin	Clinical trial	Apo
32992	colchicoside		
33001	Fluorometholone		
33006	NCIMech_000040		
33052	DAQRZDDIMCDMPZ-UHFFFAOYSA-N		
33092	Methyl N-[6-(methoxycarbonylamino)pyren-1-yl]carbamate;methyl N-[8-(methoxycarbonylamino)pyren-1-yl]carbamate		
33202	"Cadmium(2+);methyl 3-[18-(3-methoxy-3-oxopropyl)-3,8,13,17-tetramethylporphyrin-21,23-diid-2-yl]propanoate"		
33353	"cinnamamide, n-(4-amino-2-methyl-6-quinolyl)-o-chloro-"		
33408	N-Acetyliodocolchinol		
33410	Colchicine Derivative		Tu
33418	10-[(Z)-C-Aminocarbonohydrazonoyl]sulfanyldecyl N'-aminocarbamimidothioate;hydroiodide		
33419	sn 967		
33434	"isoquinolinium (8ci), 2,2'-decamethylenedi-, dibromide"		
33458	"3-N,3-N,6-N,6-N,2,7-Hexamethylacridine-3,6-diamine;hydrochloride"		
33530	Neuro_000017		
33548	.beta.-Dimethylamino-.alpha.-phenylpropiophenone hydroch...		
33556	3-(Dimethylamino)-1-(4-methoxyphenyl)-2-phenylpropan-1-one;hydrobromide		
33560	"3-Morpholin-4-yl-1,2-diphenylpropan-1-one;hydrobromide"		
33566	"4-[4-(Diethylamino)benzenecarboximidoyl]-N,N-dimethylaniline;hydrochloride"		
33568	3-Piperidino-2-phenylpropiophenone		
33570	"5-Morpholino-1,5-diphenyl-pent-1-en-3-one"		
33574	"1,1-Bis(2-hydroxyethyl)-2-pentadecyl-4,5-dihydro-1H-imidazol-1-ium chloride"		
33577	"4-[4-(Dibutylamino)benzenecarboximidoyl]-N,N-dimethylaniline;hydrochloride"		
33669	emetine		
33762	LS-130969		
33765	CAP 1 hydrochloride		
33832	Ascorbic Acid		
34046			
34060	"N,N'-Diethyl-N,N'-bis(3-phenoxypropyl)ethane-1,2-diamine;hydrochloride"		
34391	Cryptocyanin		
34444	"n-(4-Nitrophenyl)-1,3-benzothiazol-2-amine"		
34462	Uracil mustard	FDA approved	A7|AlkAg
34475	"androst-5-en-16.beta.-ol, 3.beta.-methoxy- (8ci)"		
34521	Dexamethasone Decadron	FDA approved	Ho
34533	Fulcin		
34541	(Iodoacetyl)urea		
34656	"CYTISINE, 3-METHYL-"		
34661	pms (van)		
34749			
34757	Melicopidine		
34780	STK174912		
34821	"2-Propen-1-one, 2-[(dimethylamino)methyl]-1-(2-nitro phe..."		
34864	2-(4-Acetylamino-phenylsulfanyl)-5-nitro-furan		
34924			
34927	"N-(2,3-Dimethoxy-6-nitroacridin-9-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine;chloride"		
34931	"1-Naphthalenesulfonic acid, 3,3'-[1,2-ethenediylbis [(3-..."		
34949	1-(1-Hydroxynaphthalen-2-yl)heptan-1-one		
35049			
35123	perchloropyrimidine		
35400	"(2,4-Dichlorophenyl)methyl carbamimidothioate;3,4,6-trichloro-2-nitrophenol"		
35427	"1-Phenyl-2-(4-phenyl-1,45-oxazinan-4-yl)ethanone"		
35441	"Phenanthridinium, 8-amino-5-methyl-6-phenyl-bromide"		
35446	"PROPIOPHENONE, 3-PHENYL-3-PIPERIDINO-"		
35450	"1-[2-(biphenyl-4-yl)-2-oxoethyl]-3,5,7-triaza-1-azoniatr..."		
35468	Podophyllotoxin bromide		
35471	peltatin b		
35479	Podophyllotoxin isothiuronium bromide		
35489	2-Isoquinolin-2-ium-2-yl-1-phenanthren-3-ylethanone;iodide		
35542	xanthoxylin n		
35580	QLZ45PX3T1		
35587	"Leucanthone, m-aminobenzenesulfonate"		
35617	"1,3-Naphthalenedisulfonic acid, 7,7'-azoxybis [[[[[(2-su..."		
35676	Purpurogallin		
35683	mercuryl		
35729	"4-Ethoxy-9-(4-ethoxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one"		
35753	"3,3'-dihydroxyhexestrol"		
35767	"2,4,6-tribromophenylallyl ether"		
35770	clomid		
35790	2-benzimidazolepropionic acid		
35915	erythritol aziridine		
35949	NCIMech_000850		
35950	"Carbamimidothioic acid, (4-chloro-1-naphthalenyl)methyl ..."		
36333	akron		
36338	quatresin		
36354	tmca		
36369	2-(4-Isoquinolin-2-ium-2-ylbutyl)isoquinolin-2-ium;bromide		
36373	"Naphtho[2,3-d]-1,3-dioxole-6,7-dimethanol, 5,6,7,8-tetra..."		
36390	Podophyllin		
36405	Chelerythrine	Clinical trial	"PK:PRKCA,STK"
36407	PICROPODOPHYLLIN		
36413	DAURICINE		
36437	"CRASSIN, ACETATE"		
36525	"8-[(4-tert-butylphenoxy)methyl]-1,3-dimethyl-3,7-dihydro..."		
36731	Sulfiram		
36758	Tolonium chloride		
36768	"2,3,4,4'-Tmbp"		
36806	"2,2,21,21-Tetraoxo-2lambda6,21lambda6-dithia-7,10,13,16,26,29,32,35-octazaheptacyclo[34.2.2.23,6.210,13.217,20.222,25.229,32]pentaconta-1(38),3(50),4,6(49),17(46),18,20(45),22,24,36,39,43-dodecaene-8,"		
37168	celcot rm		
37186	3-Hydroxy-n-[3-(trifluoromethyl)phenyl]naphthalene-2-carboxamide		
37187	naphtazol c		
37202	celcot rn		
37364	6-METHOXYGUANINE		
37379			
37388	PG9A8I4S8I		
37432	"2-propen-1-one, 3-(2-hydroxyphenyl)-1-phenyl- (9ci)"		
37433	"chalcone, 2',3,4-trihydroxy-"		
37518			
37608	naphthol as-d		
37627	"1,5-diphenoxyanthraquinone"		
37641	tricinolone acetophenonide		
37815	"2-(1,3-Oxazol-2-ylamino)-N-[4-[4-[[2-(1,3-oxazol-2-ylamino)acetyl]amino]phenyl]sulfonylphenyl]acetamide"		
37943	o-phenethylnicotinaldoxime		
38007	XPVZKRRTCHLFRZ-UHFFFAOYSA-N		
38086	(4-Chlorophenyl) 3-methyl-5-nitroimidazole-4-sulfonate		
38087	5-Phenoxysulfonyl-1-methyl-4-nitroimidazole		
38090	Z1603789400		
38186	"Mercury, (p-dioxane-2,5-diyldimethylene)bis[(octanoyloxy)-"		
38270	olivomycin		
38525			
38530	"2,8-Bis((dimethylamino)methyl)cyclooctanone hydrochloride"		
38534	"Cyclohexanone, 2-[(dimethylamino)methyl]-6-(piperidinome..."		
38535	"2,6-bis(4-morpholinylmethyl)cyclohexanone,dihydrochloride"		
38643	aquamycin		
38663	"styrene, 3,4-dichloro-.beta.-nitro- (8ci)"		
38684	"1,3-Dioxane, 5,5-dimethyl-4-(1-methylethyl)-2- (2-phenyl..."		
38721	Mitotane	FDA approved	Ho|anti-Ho|CYP11A1
38732	2-Amino-6-((5-(hydroxy(oxido)amino)-6-(methylamino)-4-pyrimidinyl)thio)-9H-purine		
38733	2-((2-Amino-9H-purin-6-yl)thio)-1-(4-bromophenyl)ethanone		
38737	"Purine, 2-amino-6-(O-nitrobenzylthio)-"		
38743	AK-94315		
38777	o-nitrophenyl succinic acid		
38887	guaneran		
39084	Azathioprine Sodium		
39135	STK213636		
39147	resactin a		
39199	"4-(Dimethylamino)-1,3-diphenylbutan-2-one"		
39202	"Cyclohexanone, 2,6-bis(piperidinomethyl)-"		
39215			
39277	FCH840693		
39310	"Naphtho[1,2-b]quinolizinium, 13-methyl-, chloride"		
39351	"2-Chloro-3-{[3-(propan-2-ylamino)propyl]amino}naphthalene-1,4-dione"		
39367	"9h-purine, 6-(allylthio)-9-.beta.-d-ribofuranosyl- (8ci)"		
39368	SRI 1215		
39661	IDOXURIDINE		
39688	"Phenethylamine, N-isopropyl-.alpha.-methyl-, hydrochloride"		
39779			
39789	(Z)-3-(3-Nitrophenyl)-1-phenylprop-2-en-1-one;bromide		
39792	WLN: T3OTJ BVR& CVR		
39803	"2-propen-1-one, 3-(1-naphthalenyl)-1-phenyl- (9ci)"		
39851			
39863	"(1S,2S,5S,6S,9S,10R,13S)-1,5,6-Trimethyl-17-phenyl-16,18-diazapentacyclo[11.8.0.02,10.05,9.015,20]henicosa-15,17,19-trien-6-ol"		
39969	5-Chloro-6-nitroquinoline		
40273	10-Methyl-7h-benzo[c]phenothiazine		
40341	"1,4-naphthoquinone, 2,2'-(1,4-piperazinediyl)bis[3-chloro-"		
40342	STK535899		
40593	"2,4,5-trichloropyrimidine"		
40618	"2,6-dibenzylidenecyclohexanone"		
40665	PC 254		
40693	"Cadmium, bis(2-amino-2-methyl-1-propanol-N,O)dichloro-"		
40787	"2-Methyl-N-(2-methylprop-2-enyl)prop-2-en-1-amine; 2,3,4,5,6-pentachlorophenol"		
40837	"1,2-ethanediphosphonic acid"		
41373	Arsenobenzene		
41390	antineoplastic-41390		
41566	ethyl phenylpropiolate		
41567	"2,4-Dichloro-1-[(4-chlorophenyl)sulfonylmethyl]benzene"		
41658	(3-nitrophenyl)arsonous dichloride		
41805	sulquin		
41890	"2,5-bis(chloromethyl)-p-xylene"		
42044	Lobendazole		
42070	1-(4-Methylphenyl)-3-[(4-methylphenyl)carbamothioylamino]thiourea		
42076	sp g		
42138	KC 60		
42258			
42352	"Carbamic acid, (2-piperazinylethyl)dithio-"		
42369	LS-144126		
42371			
42384	9-benzyl-6-(benzylthio)-9H-purin-2-amine		
42405	Propan-2-yl hexadecylcarbamate		
42428	LS-144130		
42656	N-(2-Furylmethyl)-2-(2-pyridinyl)ethanamine		
42679	"1-Phenyl-3-(4-pyridinyl)-1,3-propanedione"		
42695	2-Phenyl-4-pyridin-2-ylbutanoic acid		
42797	3-Methyl-1-(2-quinolinyl)-2-butanone		
42808	"6-(Dimethylamino)-2,2-dimethyl-4-(2-pyridinyl)-3-hexanone"		
42824	2-(1-Phenyl-3-(1-pyrrolidinyl)propyl)pyridine		
42856			
42972	"1,1,3,4-Tetrabromo-4-phenylbutan-2-one"		
43101	1-[(4-Bromophenyl)amino]cyclopentanecarbonitrile		
43308	2-Oxo-N-(2-phenylethenylidene)-4-phenyliminobut-3-enamide		
43321	ponticin		
43333	"p-Benzoquinone, trimethoxy-"		
43339	Nootkatin		
43409	(6-(6-Mercapto-9H-purin-9-yl)tetrahydro-2H-pyran-2-yl)methanol		
43413	9-Benzyl-6-[(1-methyl-4-nitro-1H-imidazol-5-yl)sulfanyl]-9H-purin-2-amine		
43486	"Morphothebaine, hydrochloride"		
43534	2-amino-9-benzyladenine		
43567	4-Methyl-7-methoxy-6-hydroxycoumarin		
43578	"6-Butyl-7,8-dihydroxy-4-methylchromen-2-one"		
43628	copper polyphthalocyanine		
43675	tptc		
43684	Ethyl-[10-[ethyl(dipyridin-2-yl)azaniumyl]decyl]-dipyridin-2-ylazanium;iodide		
43959	wln: 1n1&r dyunqr dn1&1		
44102	"5-[2-(Benzyloxy)-2-methylpropyl]-5-methylimidazolidine-2,4-dione"		
44185	emetinetriiodobismuth(iii)		
44230	Dodecyl morpholine-4-carboximidate		
44303	"p-Phenylenediamine, N,N-bis(2-chloroethyl)-, hydrochloride"		
44477	(NE)-N-[1-(9-bromophenanthren-3-yl)ethylidene]hydroxylamine		
44489	1-(9-Bromophenanthren-3-yl)-3-(dihexylamino)propan-1-one;hydrochloride		
44580	PC 287		
44585	PC 298		
44684	"7,8-Dichloro-10-[3-(dimethylamino)propyl]benzo[g]pteridine-2,4-dione;hydrochloride"		
44690	pyronin b		
44753	ACM39763025		
45029	"1,4-Naphthoquinone, 2-chloro-3-furfurylamino-"		
45074	J3.545.223K		
45114	"(Methyl(2,3,5-trichloro-6-hydroxybenzyl)amino)acetic acid"		
45182	"Sodium;4-[(4-fluorophenyl)diazenyl]-3-hydroxynaphthalene-2,7-disulfonic acid"		
45236	"4,4,4-Trifluoro-3-hydroxy-1-(3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)butan-1-one"		
45238	"[(3S,8R,9S,10R,13S,14S,16E)-16-(1-Acetyloxy-2,2,2-trifluoroethylidene)-10,13-dimethyl-17-oxo-2,3,4,7,8,9,11,12,14,15-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate"		
45291	thiopicolinanilide		
45384	mes (van)		
45388	DACARBAZINE	FDA approved	A7|AlkAg
45527	"m-toluenesulfonamide, 6-[(4-amino-o-tolyl)azo]-"		
45548	Acid Orange R		
45561	"Sodium;7-hydroxy-8-[(4-methylphenyl)diazenyl]naphthalene-1,3-disulfonic acid"		
45595	3-Hydroxy-4-[(3-nitrophenyl)diazenyl]-N-phenylnaphthalene-2-carboxamide		
45596	3-Hydroxy-4-[(4-nitrophenyl)diazenyl]-N-phenylnaphthalene-2-carboxamide		
45641	"2-Propanone, 2-(9H-purin-6-yl)hydrazone"		
45730	"N1-(7-Chloro-1,2,3,4-tetrahydro-9-acridinyl)-N3,N3-dimethyl-1,3-propanediamine"		
45739	"2-[4-Anilino-3-[(3-chloro-1,4-dioxonaphthalen-2-yl)amino]anilino]-3-chloronaphthalene-1,4-dione"		
45828	"Purine, 2,6,8-tris(hexylamino)-"		
45940	1-(Furan-2-ylmethyl)-3-[4-[4-(furan-2-ylmethylcarbamoylamino)-2-methoxyphenyl]-3-methoxyphenyl]urea		
46061	"Butanedioic acid, compd. with 10-[3-(4-methyl-1-piperazi..."		
46085	"Thioxanthen-9-one, 1-(2-dimethylaminoethylamino)-4-nitro..."		
46213	1-(4-Ethoxyphenyl)-3-(2-methyl-5-propan-2-ylphenyl)urea		
46401	.alpha.-Sarcin		
46598	"(3Z)-3-Benzylidene-6-methylheptane-2,4-dione"		
46647	[1-(Ethoxycarbonyl)-2-oxocyclopentyl]acetic acid		
46683	"(4-Methoxyphenyl)(2,3,4-trimethoxyphenyl)methanone"		
46691			
46728	Crassin acetate		
46788	8-Azaguanosine		
47147	Prodigiosin		
47384	"7-Amino-6-chloro-5,8-dioxonaphthalene-2-sulfonamide"		
47438	Fluorometholone acetate		
47468	"1-N',2-N'-Bis[(Z)-(4-hydroxyphenyl)methylideneamino]ethanediimidamide"		
47657	"2,4-Dinitro-1-[3-(trifluoromethyl)phenoxy]benzene"		
47713	oil red b		
47715	diacromo blue g		
47719	safranin		
47723	red l		
47731	Gentian Violet B		
47786	"9h-purine, 2-amino-6-(2,4-dichlorobenzylthio)-9-isobutyl-"		
48006	5-Fluoro-2-Deoxycytidine		
48034	"Aziridine, 1,1'-[(2,3,5,6-tetramethyl-1,4-phenylene)bis(..."		
48151	NCIMech_000212		
48160	4-tert-butyl-2-((cyclohexylamino)methyl)-6-methylphenol		
48162	1-[[(2-Hydroxynaphthalen-1-yl)methylamino]methylidene]naphthalen-2-one		
48229	NIOSH/DL3650000		
48238	1-[(Z)-(5-Chloro-2-hydroxyphenyl)methylideneamino]-3-[(E)-(5-chloro-2-hydroxyphenyl)methylideneamino]urea		
48241	1-[(Z)-(3-Ethoxy-4-hydroxyphenyl)methylideneamino]-3-[(E)-(3-ethoxy-4-hydroxyphenyl)methylideneamino]urea		
48300	antineoplastic-48300		
48526			
48630			
48648	GNF-Pf-2144		
48653	LS-33601		
48693	2-(benzo[d]oxazol-3(2H)-ylmethyl)-5-((cyclohexylamino)me...		
48856	"2,4-Dibromo-6-[[(3,5-dibromo-2-hydroxyphenyl)methyl-methylamino]methyl]phenol"		
48874	Probes1_000359		
48890	KSC174Q0B		
48892	5-BENZOYLQUINOLIN-8-OL		
48956	0199AC		
49096			
49244	"l-cysteine, s-ethyl- (9ci)"		
49451	Cucurbitacin B		
49452	Fabacein		
49460	"1-Benzyl-2-methyl-1-(2-phenylethyl)-4,5-dihydroimidazol-1-ium"		
49488	"N,N'-Bis[(Z)-(2-hydroxyphenyl)methylideneamino]decanediamide"		
49490	"N,N'-Bis[(Z)-(5-chloro-2-hydroxyphenyl)methylideneamino]decanediamide"		
49495	Adipic acid bis(N'-salicylidene hydrazide)		
49502	"N,N'-Bis[(Z)-(2-chlorophenyl)methylideneamino]hexanediamide"		
49512	Thiram		
49520	"o-Tolualdehyde, 4-(bis(2-chloroethyl)amino)-"		
49565	STL405613		
49689			
49733	Benzhydrylsulfonylsulfanylmethylbenzene		
49842	Vinblastine	FDA approved	Tu|Tu-frag
50076	"D-Mannitol, 1,6-bis[bis(2-chloroethyl)amino]-1,6-dideoxy..."		
50137	2-Hydroxy-1-phenylethanesulfonic acid;phenylmethanesulfonic acid		
50188	2'-Chloroflavanone		
50189	3'-Chloroflavanone		
50190	4'-Chloroflavanone		
50273	"Pyridine, 3-[[4-[bis(2-chloroethyl)amino]-2-methylbenzyl..."		
50413	tardolyt		
50567	"4-((2,4-Dichlorobenzyl)thio)-5,7-dimethylpyrido[2,3-d]pyrimidin-2-ylamine"		
50648	STK366297		
50686	sanatol tr		
50827	1-[(Z)-(2-Hydroxyphenyl)methylideneamino]-3-[(E)-(2-hydroxyphenyl)methylideneamino]thiourea		
50869	"5-(3,4,5-Trimethoxybenzoyl)-1,3-benzodioxole"		
50974			
51001	Carbomycin		
51045	n-acetylcolchinol		
51046	"n-acetylcolchinol, methyl ether"		
51143	Pyrazoloimidazole		Ds|Rs
51146	win 20226		
51148	Caddy		
51351	"CHALCONE,2-HYDROXY-4,6-DIMETHYL"		
51361	1-[(Z)-(2-Nitrophenyl)methylideneamino]-3-[(E)-(2-nitrophenyl)methylideneamino]thiourea		
51369	C13H9NOS		
51524	sudan j		
51535	navinon black bb		
51562	"Purine, 2-amino-6-[5-bromo-2-(methylthio)-4-pyrimidinylt..."		
51857	"Palladate(2-), dichlorobis(6H-purine-6-thionato-N(7),S(6..."		
51916	"heptanamide, n,n'-[2,5-bis(1-aziridinyl)-3,6-dioxo-1,4-c..."		
52003	AF-399/14739252		
52141	nonactin		
52245	Methylestradiol		
52384	KC 516		
52389			
52426	LS-94160		
52427	LS-144122		
52429	LS-162021		
52440	6-((4-Chlorobenzyl)thio)-9-tetrahydro-2H-pyran-2-yl-9H-purine		
52627	NE11486		
52745	"1H-Naphth[2,3-d]imidazole-4,9-dione, 2-methyl-3-[(4-nitr..."		
53101	RCH 108		
53183	8-Hydroxy-5-iodoquinoline		
53184	"2,4,5-Trichloro-6-phenylpyrimidine"		
53292	Ethyl 2-[(2-acetamido-3-phenylpropanoyl)amino]-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoate		
53327	"N,N'-Bis(salicylideneamino)oxamide"		
53396	actinogen		
53398	A 8671K119		
53454	2-[(4-Bromophenyl)diazenyl]propan-2-yl acetate		
53638	fluorophenothiazine dihydrochloride		
53861	1-[N'-[4-[(6-Methoxyquinolin-8-yl)amino]butyl]carbamimidoyl]-2-propan-2-ylguanidine;hydrochloride		
53866	Dihydrorotenone		
53892	"progesterone, 11.beta.,17-dihydroxy-6.alpha.-methyl-"		
54042	"N'-[1-(2,4-Dihydroxyphenyl)ethylidene]isonicotinohydrazide"		
54044	N'-[1-(1-hydroxynaphthalen-2-yl)ethylidene]pyridine-4-ca...		
54059	"1-Aziridinecarboxamide, N,N'-hexamethylenebis(2-methyl-"		
54101	"Adenine, 9,9'ethylenebis(N,N-dimethyl-"		
54251	AK103525		
54278	"4-[(2-Chlorophenyl)methylsulfanyl]-6,7-dimethylpyrido[2,3-d]pyrimidin-2-amine"		
54340	2-aminopregn-5-en-3-yl acetate acetate		
54393	ALBB-024126		
54548	"1,2-Dimethoxy-4-(2-nitropropenyl)benzene"		
54690	"N-[(E)-1-(2,3,4-Trihydroxyphenyl)decylideneamino]pyridine-4-carboxamide"		
54702	Flumethasone		
54709	"androst-5-en-17one, 3.beta.-hydroxy-16-(1-pyrrolidinylme..."		
54848	1-[N'-[3-[(6-Methoxyquinolin-8-yl)amino]propyl]carbamimidoyl]-2-propan-2-ylguanidine;hydrochloride		
54849	1-[N'-[5-[(6-Methoxyquinolin-8-yl)amino]pentyl]carbamimidoyl]-2-propan-2-ylguanidine;hydrochloride		
54854	SY198913		
54902	vanitile		
54909	"Propan-1-one, 2,3-dichloro-1,3-bis(4-methylphenyl)-"		
54916			
55114	NE51905		
55236	"2-Hexadecyl-1,3,3a,4,5,6,7,7a-octahydroisoindole"		
55720	"Phosphinic acid, bis(1-aziridinyl)-, 2-naphthyl ester"		
55804	n-(2-Nitrophenyl)-9h-xanthen-9-amine		
55849	"[4-(4-Nitrophenyl)-4,5-dihydro-3h-pyrazol-3-yl](phenyl)methanone"		
55861	Benzaurin		
56030	"1-(2-ethylphenyl)-4-(3,4,5-trimethoxybenzoyl)piperazine"		
56054	ATPU		
56287	"5-{[5-Bromo-6-chloro-2-(methylsulfanyl)pyrimidin-4-yl]amino}pyrimidine-2,4(1h,3h)-dione"		
56410	PORFIROMYCIN		A7
56452	9-Isobutyl-6-(((2-methyl-1-naphthyl)methyl)thio)-9H-purin-2-amine		
56544			
56591	1-[N'-[2-[(6-Methoxyquinolin-8-yl)amino]ethyl]carbamimidoyl]-2-propan-2-ylguanidine;hydrochloride		
56612	"N,N-Diethyl-N'-(7-methoxy-4-quinolinyl)-1,4-pentanediamine"		
56624	7-Chloro-n-[4-(piperidin-1-yl)cyclohexyl]quinolin-4-amine		
56633	2-[5-[(6-Methoxyquinolin-8-yl)amino]pentyl]guanidine;nitric acid		
56646	"N-Butyl-N'-(6-methoxyquinolin-8-yl)pentane-1,5-diamine;hydrobromide"		
56677	WLN: L B656 HHJ DE EZ FE LE		
56736	N-[(E)-(3-Chlorophenyl)methylideneamino]-2-[1-[(2Z)-2-[(3-chlorophenyl)methylidene]hydrazinyl]-1-oxopropan-2-yl]sulfanylpropanamide		
56779	4-(1H-Benzimidazol-2-ylmethylamino)benzoic acid;hydrochloride		
56805	"2,5-Diphenyl-1,4-dithiin"		
56808	Quinaldine Blue		
56817	(+/-)-gossypol		
56902	GVELGZSFVZANIL-UHFFFAOYSA-N		
57048	2-Azaadenine		
57187			
57197	Caffeic acid		
57199	merophan		
57715			
57759			
57864	NIOSH/XU5145000		
57958	n-{[(4-Chlorophenyl)sulfanyl]methyl}-4-methylaniline		
57969	DNDI1416985		
58011	"2-{[4-(Dimethylamino)phenyl](hydroxy)methyl}naphthalene-1,4-dione"		
58180	"2-Imidazoline, 2-undecyl-"		
58239	blastmycin		
58255	"11-(4-Morpholinyl)-11H-indeno[1,2-b]quinoline"		
58329	"Salicylamide, 5-chloro-N-(3-hydroxypropyl)-"		
58338	"2-[[4-(Diethylamino)phenyl]-hydroxymethyl]naphthalene-1,4-dione"		
58368	Fugillin dicyclohexylamine salt		
58385	"thiocyanic acid, 1h-purin-6-yl ester (9ci)"		
58514	Chromomycin A3		
58539	"Benzoic acid, m-nitro-, salicylidenehydrazide"		
58573	"Pyrimidine, 2,4,5-trichloro-6-ethyl-"		
58574	"Pyrimidine, 2,4,5-trichloro-6-propyl-"		
58575	"Pyrimidine, 2,4,5-trichloro-6-isopropyl-"		
58634	2-Bromoethyl 4-chloro-3-nitrobenzoate		
58903	[[(3Z)-3-Amino-3-benzoyloxyimino-2-cyclohexylpropanoyl]amino] benzoate		
58904	"hydrocinnamohydroxamic acid,.alpha.-(n-hydroxyamidino)-,..."		
58905	BC 76		
58906	BC 77		
58924	"1,3,5,7,2,4,6,8-Tetraazatetraphosphocine, 2,2,4,4,6,6,8,..."		
59220	"[[5-(5-fluoro-2,4-dioxopyrimidin-1-yl)-3, 4-dihydroxyoxo..."		
59267	SANTALIN		
59270	Sanguinarine nitrate		
59275	"3-[2-(3,4-Dimethoxyphenyl)ethyl]-3,6-dimethyl-2,4-dihydropyrano[3,2-g][1,3]benzoxazin-3-ium-8-one;iodide"		
59276			
59413	"4-(3H-Imidazo[1,5-a]benzimidazol-2-ium-2-yl)benzoic acid;chloride"		
59450			
59620	"(4a,6a,9-trimethyl-6,7-dioxo-2,3,4,4b,5,6b,10,10a,11,11a..."		
59684	N-Butyltriphenylphosphonium bromide		
59687	Acetalax	FDA approved	NonCan:Cath
59729	sparsomysin		
59814	Critex		
59937	(2-Methoxyphenyl)(naphthalen-2-yl)methanone		
59984	EX-A776		
59994	4-(alpha-Chloroacetyl)antipyrine		
