Experiment Name	Probe Name	mirbase_name	accession	BR:MCF7	BR:MDA_MB_231	BR:HS578T	BR:BT_549	BR:T47D	CNS:SF_268	CNS:SF_295	CNS:SF_539	CNS:SNB_19	CNS:SNB_75	CNS:U251	CO:COLO205	CO:HCC_2998	CO:HCT_116	CO:HCT_15	CO:HT29	CO:KM12	CO:SW_620	LE:CCRF_CEM	LE:HL_60	LE:K_562	LE:MOLT_4	LE:RPMI_8226	LE:SR	ME:LOXIMVI	ME:MALME_3M	ME:M14	ME:SK_MEL_2	ME:SK_MEL_28	ME:SK_MEL_5	ME:UACC_257	ME:UACC_62	ME:MDA_MB_435	ME:MDA_N	LC:A549	LC:EKVX	LC:HOP_62	LC:HOP_92	LC:NCI_H226	LC:NCI_H23	LC:NCI_H322M	LC:NCI_H460	LC:NCI_H522	OV:IGROV1	OV:OVCAR_3	OV:OVCAR_4	OV:OVCAR_5	OV:OVCAR_8	OV:SK_OV_3	OV:NCI_ADR_RES	PR:PC_3	PR:DU_145	RE:786_0	RE:A498	RE:ACHN	RE:CAKI_1	RE:RXF_393	RE:SN12C	RE:TK_10	RE:UO_31
RNA: Agilent Human miRNA (V2)	hsa-miR-1225-5p	hsa-miR-1225-3p	MI0006311	-0.29742	0.30681	-0.50975	2.05117	-0.21196	0.88724	0.39253	0.23159	0.1211	0.28027	0.69338	0.87721	1.83957	0.45533	0.17931	-0.06107	0.92044	0.30574	2.92886	0.84395	1.49438	0.43699	3.08451	1.9186	2.00238	0.16107	0.61229	0.29518	1.02616	1.80776	0.59214	0.87671	-0.19124	0.14158	0.28997	-0.04192	-0.13928	0.37775	0.12454	-0.5975	-1.03779	1.11843	-0.93201	0.35378	0.04798	-0.64964	-0.757	1.04774	-0.34071	-0.57353	-0.05253	0.13067	-0.49427	1.72796	1.44042	0.10431	0.48831	0.15747	0.64628	0.63807
RNA: Agilent Human miRNA (V2)	hsa-miR-1226*	hsa-miR-1226*	MI0006313	-3.56934	-3.33595	-4.00722	-1.72741	-3.33707	-2.22008	-1.59621	-3.53863	-4.15294	-3.24815	-2.01557	-3.46143	-2.47984	-1.91468	-2.12861	-4.11624	-3.68703	-2.43536	-1.02478	-1.6029	-1.37984	-3.20055	-1.94496	-2.26044	-1.08271	-3.34473	-1.71903	-3.67336	-2.60742	-2.67387	-3.36034	-1.6505	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-2.38512	-3.91625	-4.28534	-1.29009	-3.90315	-1.61002	-3.0705	-3.45364	-3.7852	-1.6498	-3.04477	-3.92938	-3.36612	-1.58647	-3.62418	-2.89402	-0.83264	-1.76064	-3.49615	-1.71363	-3.162	-1.23478
RNA: Agilent Human miRNA (V2)	hsa-miR-1228	hsa-miR-1228	MI0006318	-2.57606	-2.14077	-3.12289	-1.71946	-1.83155	-1.22487	-0.98954	-2.22478	-2.89365	-2.33553	-0.82553	-2.28381	-1.75273	-1.26099	-1.56474	-2.86704	-2.2	-2.49179	-1.091	-0.94882	-0.66672	-2.07911	-1.33468	-0.98286	-1.71228	-2.34108	-1.82916	-2.68693	-1.59181	-1.81782	-2.1798	-2.39559	-2.32439	-2.7482	-1.53885	-2.77905	-2.12514	-2.31425	-2.31109	-2.99625	-3.0062	-1.07181	-2.79456	-1.77056	-1.78108	-2.3224	-3.28255	-1.44903	-1.34198	-3.1512	-2.35854	-2.3222	-2.77022	-1.70681	-1.64617	-2.13131	-2.45073	-2.32306	-1.63964	-1.70468
RNA: Agilent Human miRNA (V2)	hsa-miR-1234	hsa-miR-1234	MI0006324	-2.44294	-2.24927	-3.10305	-1.65346	-1.57768	-1.25183	-1.06035	-2.36714	-3.11431	-2.25153	-0.80853	-2.17643	-1.52312	-1.17635	-1.59445	-3.02569	-2.11352	-2.35122	-0.87538	-1.03365	-0.84952	-2.3325	-1.54046	-1.36014	-0.89939	-2.23534	-1.64182	-2.65664	-1.80911	-1.537	-2.46948	-2.19031	-2.23172	-2.54399	-1.64227	-2.69617	-2.00604	-2.03787	-2.2531	-2.74181	-3.05429	-0.70573	-3.16074	-1.83304	-2.03438	-2.28228	-3.51948	-1.28551	-1.78657	-3.40058	-1.57083	-2.32082	-2.70114	-1.88668	-1.12954	-2.00436	-2.75574	-2.15697	-1.78519	-1.47415
RNA: Agilent Human miRNA (V2)	hsa-miR-1238	hsa-miR-1238	MI0006328	-3.53873	-3.23525	-4.10987	-2.79457	-2.71589	-2.19241	-1.99275	-3.08686	-4.05011	-3.42219	-1.74936	-3.33571	-2.86708	-2.09377	-2.50965	-3.85744	-2.97399	-3.54444	-2.26019	-2.04696	-1.34823	-3.06943	-2.48723	-2.14842	-3.1046	-3.26297	-2.85839	-3.59381	-2.52569	-3.02948	-3.34337	-3.45628	-3.0254	-2.99482	-2.33737	-3.72751	-2.93541	-3.35616	-3.41848	-3.87967	-3.99768	-2.11958	-3.67567	-2.81141	-2.75045	-2.97953	-3.7852	-2.40208	-2.6345	-3.92938	-3.34218	-3.39921	-3.62418	-2.72396	-2.69581	-3.08058	-3.34829	-3.289	-2.69256	-2.84267
RNA: Agilent Human miRNA (V2)	hsa-miR-125a-3p	hsa-mir-125a	MI0000469	-1.94597	-2.00507	-2.64245	-0.12722	-2.10787	-1.00783	-0.6186	-1.75535	-2.2549	-1.34805	-0.69688	-2.3443	-1.33583	-1.15471	-1.232	-2.16602	-2.59704	-1.58998	0.64597	-0.75993	-1.37239	-2.83363	-0.68611	-1.53837	-0.33204	-3.10373	-0.6749	-3.18824	-2.39158	-2.11593	-2.76466	-0.4008	-2.71244	-3.34767	-1.3284	-2.2656	-1.63843	-1.71319	-1.11534	-2.12781	-2.67555	-0.41547	-3.77388	-0.62496	-1.74588	-1.46608	-2.63169	-0.63514	-1.44637	-2.92755	-1.92321	-0.91581	-2.17908	-1.64295	-0.17885	-0.88844	-1.6743	-0.88896	-1.96842	-0.48031
RNA: Agilent Human miRNA (V2)	hsa-miR-125a-5p	hsa-mir-125a	MI0000469	2.04701	1.94362	1.29626	1.22555	2.10722	0.57862	1.89613	2.27857	1.62452	2.48033	1.36288	-3.64656	-0.66047	0.48403	1.6216	1.39944	-1.62039	-0.24085	-3.54526	-3.16745	1.83525	-3.20055	-2.90483	-2.26044	-4.2572	0.27273	1.20307	0.11068	0.62798	-0.83807	0.58716	-0.31661	0.80407	0.69256	2.48471	1.72238	2.33488	1.91157	2.52937	2.34837	1.93371	-0.00167	0.56272	0.88093	2.46633	2.89511	1.16102	0.84065	3.1628	1.5915	2.04016	-0.06975	2.07825	2.40154	0.48636	0.45853	2.23064	0.84436	1.70357	0.64183
RNA: Agilent Human miRNA (V2)	hsa-miR-125b	hsa-mir-125b-1	MI0000446	0.39152	5.45507	5.11566	3.91762	0.73854	5.53166	5.67669	4.32572	4.16241	5.28522	4.76805	-3.64656	-3.61457	4.2091	-3.45342	-4.11624	-3.68703	-0.2224	-3.54526	-3.16745	-1.37984	-3.20055	1.48226	-2.26044	5.69979	1.04042	2.55685	3.32152	2.18389	1.64766	3.23774	4.29012	3.09763	3.46615	2.01963	2.092	5.55621	5.19369	3.6405	0.88763	-1.03301	2.66631	4.62856	-2.87136	4.21238	1.37215	-0.37617	0.47732	3.76044	2.44024	5.73016	2.57885	1.92668	3.38029	0.66836	3.3797	0.92931	3.98934	-0.56039	3.32188
RNA: Agilent Human miRNA (V2)	hsa-miR-125b(2)	hsa-mir-125b-2	MI0000470	0.39152	5.45507	5.11566	3.91762	0.73854	5.53166	5.67669	4.32572	4.16241	5.28522	4.76805	-3.64656	-3.61457	4.2091	-3.45342	-4.11624	-3.68703	-0.2224	-3.54526	-3.16745	-1.37984	-3.20055	1.48226	-2.26044	5.69979	1.04042	2.55685	3.32152	2.18389	1.64766	3.23774	4.29012	3.09763	3.46615	2.01963	2.092	5.55621	5.19369	3.6405	0.88763	-1.03301	2.66631	4.62856	-2.87136	4.21238	1.37215	-0.37617	0.47732	3.76044	2.44024	5.73016	2.57885	1.92668	3.38029	0.66836	3.3797	0.92931	3.98934	-0.56039	3.32188
RNA: Agilent Human miRNA (V2)	hsa-miR-125b-2*	hsa-mir-125b-2	MI0000470	-3.96438	-3.52926	-4.41023	-1.8812	-3.41228	-3.43673	-2.31284	-2.69406	-2.88294	-1.20252	-2.18933	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-1.3108	-3.16745	-1.37984	-3.20055	-2.85975	-2.26044	-1.92364	-3.34473	-3.97961	-3.6213	-2.60742	-3.21253	-3.36034	-2.9251	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.79717	-4.28534	-2.60837	-0.79594	-4.02758	-1.22556	-3.14284	-3.7852	-3.15758	-3.04477	-3.92938	-3.36612	-4.26118	-3.62418	-1.71361	-2.75997	-2.6103	-3.49615	-4.21959	-3.162	-3.78173
RNA: Agilent Human miRNA (V2)	hsa-miR-126	hsa-mir-126	MI0000471	-0.01568	-0.74891	-2.77003	-3.80239	-0.8088	-2.9244	-2.07576	-3.86184	-2.12515	-1.97806	-3.20248	-3.64656	-1.1212	-0.30645	-3.45342	-3.36962	-3.68703	-1.44074	0.1759	-3.16745	5.33685	-3.20055	0.29907	-2.26044	-0.23726	-1.43826	-1.84651	-3.61825	-2.60742	-1.09903	-2.09989	-1.83165	-3.22795	-3.53174	-0.03825	-2.16104	-1.73517	-3.60636	-0.78368	-0.59958	-0.35575	-0.6294	-0.64481	-1.2608	-1.63873	-3.45364	-2.17257	-0.68146	-0.7826	0.14781	-3.36612	-0.66358	-3.62418	-0.4365	-1.58625	-1.4299	-3.20274	-1.97075	-3.162	-2.98109
RNA: Agilent Human miRNA (V2)	hsa-miR-126*	hsa-mir-126	MI0000471	-4.00187	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.24428	-2.77703	-3.16745	-0.58981	-3.20055	-2.90483	-2.26044	-3.58258	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.64789	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.10893	-3.91625	-4.28534	-3.1765	-3.90315	-3.97387	-3.0705	-3.45364	-3.7852	-3.54284	-3.04477	-3.92938	-3.36612	-3.47127	-3.62418	-2.89402	-3.96246	-4.38325	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-127-3p	hsa-mir-127	MI0000472	-3.03342	-3.52926	0.22524	-1.48812	-3.41228	1.11242	-1.02207	-1.61907	1.08039	-2.58218	-0.49174	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.49702	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-0.78321	-4.32847	-2.48435	-3.60636	1.26803	0.15008	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-1.03026	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-128	hsa-mir-128a	MI0000447	1.05058	0.09478	-0.05122	-0.93502	0.73799	-0.48005	-0.40599	0.11337	-0.41275	0.68605	0.15185	-0.15512	0.86056	0.63635	0.52	-0.07761	0.84087	0.72329	3.89027	1.35205	0.94842	4.83827	1.29131	0.77	-0.4481	1.30749	-0.41524	-0.82339	0.65374	0.15521	0.59072	0.929	-0.04818	-0.39807	0.2116	0.44094	0.31961	-0.30766	0.40013	1.495	0.89757	-0.48582	0.57387	0.65196	0.87182	0.9547	0.35446	-0.13701	0.89166	0.44408	1.11133	0.33834	0.1726	-0.76897	-0.62649	-1.14958	0.62727	-0.08081	-0.26736	-0.7835
RNA: Agilent Human miRNA (V2)	hsa-miR-128(2)	hsa-mir-128b	MI0000727	1.05058	0.09478	-0.05122	-0.93502	0.73799	-0.48005	-0.40599	0.11337	-0.41275	0.68605	0.15185	-0.15512	0.86056	0.63635	0.52	-0.07761	0.84087	0.72329	3.89027	1.35205	0.94842	4.83827	1.29131	0.77	-0.4481	1.30749	-0.41524	-0.82339	0.65374	0.15521	0.59072	0.929	-0.04818	-0.39807	0.2116	0.44094	0.31961	-0.30766	0.40013	1.495	0.89757	-0.48582	0.57387	0.65196	0.87182	0.9547	0.35446	-0.13701	0.89166	0.44408	1.11133	0.33834	0.1726	-0.76897	-0.62649	-1.14958	0.62727	-0.08081	-0.26736	-0.7835
RNA: Agilent Human miRNA (V2)	hsa-miR-129*	hsa-mir-129-1	MI0000252	-4.00187	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.10646	-3.66034	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-0.0743	-1.37928	-3.20055	-2.90483	-2.26044	-4.24247	-3.34473	-3.97961	-3.67336	-2.60742	-3.18458	-3.36034	-4.64187	-3.22795	-2.46878	-2.89084	-4.32847	-3.4968	-2.40748	-4.37408	-3.91625	-3.16099	-3.1765	-3.45968	-4.02758	-3.0705	-3.0128	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-2.91894	-3.62418	-2.89402	-3.82611	-4.38979	-3.49615	-4.5299	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-129-3p	hsa-mir-129-2	MI0000473	-2.85213	-3.52926	-2.6679	-3.80239	-3.41228	-3.19618	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-2.48144	-1.29898	-3.20055	-2.90483	-2.26044	0.02923	-3.34473	-3.97961	-3.67336	1.19265	-3.08114	-3.36034	-3.6115	-3.22795	-2.30056	-2.89084	-4.32847	-3.4968	-3.60636	-4.33548	-3.10292	-2.85029	-2.76021	-3.22141	-4.02758	-3.0705	-3.45364	-3.7852	-1.18649	-3.04477	-1.01961	-3.36612	-4.07128	-3.22228	-2.89402	-3.96246	-4.3612	-3.49615	-4.16774	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-130a	hsa-mir-130a	MI0000448	-4.00187	3.99446	2.74999	2.79246	4.92681	3.91773	1.18119	2.81868	2.29102	2.69543	1.93061	-3.64656	-3.61457	1.52651	-3.45342	-4.11624	-3.68703	-4.38761	2.01625	-3.16745	-1.37984	2.72395	-2.90483	-2.26044	3.36063	2.09965	2.64505	2.14751	2.5288	1.70882	2.35328	-0.06897	2.73776	2.46549	3.14807	3.33015	4.07811	1.86816	4.14788	3.46087	5.30856	1.74892	4.89785	-4.02758	3.55782	4.24411	2.90699	4.30104	2.96174	5.0225	-0.559	3.32946	1.51496	1.35379	2.4369	2.09926	-1.33751	4.01363	2.67159	2.95566
RNA: Agilent Human miRNA (V2)	hsa-miR-130b	hsa-mir-130b	MI0000748	0.94721	1.45438	1.52607	0.10551	1.01209	1.74285	0.60108	0.57001	0.34936	1.50518	1.22192	1.0927	1.37106	0.73437	1.32884	0.51491	2.14605	0.88768	2.4189	0.83217	4.43784	4.3104	0.85153	2.54682	-0.56072	1.63356	0.48075	0.36821	1.67685	0.57658	1.28878	0.13519	0.62449	0.37029	0.07472	2.04287	1.82453	1.43963	-2.01473	0.07203	1.21057	-0.24936	1.44765	0.82361	1.44489	2.10866	1.11083	0.76586	0.22307	1.22905	1.54147	0.18721	1.15719	-0.15567	-1.3676	-1.19181	1.17854	0.37877	0.63753	-0.58071
RNA: Agilent Human miRNA (V2)	hsa-miR-130b*	hsa-mir-130b	MI0000748	-4.00187	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-2.54329	-3.16745	-0.99396	-3.03998	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.28148	-4.24164	-3.22795	-2.11413	-2.87184	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-4.28534	-3.1765	-3.20207	-4.02758	-3.0705	-3.23441	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.34956	-3.49615	-4.20438	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-132	hsa-mir-132	MI0000449	-1.09367	-0.95823	-2.19452	-0.42607	-1.77294	-2.30904	-1.69987	-1.92839	-2.47746	-1.19876	-2.18451	-3.51876	-1.0277	-1.98241	-1.59733	-0.97124	-2.44682	-0.8238	-3.54526	-3.16745	-0.85509	-3.20055	-2.90483	-2.11269	-1.59537	-1.98394	-1.11405	-2.42617	-2.226	-1.45904	-1.71777	-2.74133	-0.687	-0.92615	-1.42749	-1.81584	-1.24468	-0.98729	-1.98866	1.30506	-2.92188	-1.07287	-1.2241	-3.47337	-3.0705	-3.32165	-2.8821	-3.05025	-2.37765	-2.54263	-2.51809	-3.40499	-1.65923	-0.69273	-3.43176	-4.51288	-2.61114	-2.38958	-2.83007	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-134	hsa-mir-134	MI0000474	-3.04679	-2.46059	-2.3999	-0.84742	-3.16861	-1.44505	-2.6952	-2.76904	-2.08143	-2.3083	-2.39922	-2.74261	-0.57798	-2.13891	-3.16326	-3.95827	-2.34685	-2.90625	0.01439	-2.23398	-1.37984	-3.1375	0.40211	-1.40035	-0.25166	-2.07104	-2.20833	-2.94672	-2.36759	-0.77462	-2.80443	-2.00571	-3.22795	-3.48704	-2.74624	-3.24256	-3.26316	-2.48541	-2.0701	-2.86987	-4.01191	-1.70445	-3.90315	-2.69773	-3.0705	-3.45364	-3.7852	-1.81884	-3.04477	-3.35084	-3.27606	-2.75984	-3.62418	-2.89402	-0.73373	-2.27902	-3.03629	-2.74001	-2.53619	-1.69122
RNA: Agilent Human miRNA (V2)	hsa-miR-135a*	hsa-mir-135a-1	MI0000452	-3.7169	-2.9674	-4.01043	-1.22363	-3.41228	-2.73737	-2.98329	-2.74658	-3.34351	-2.86534	-3.20248	-2.80795	-0.56647	-2.54868	-3.20456	-3.96337	-2.43417	-3.40362	-0.42524	-2.8899	-1.37984	-3.20055	0	-2.26044	0	-3.08254	-2.34775	-2.10885	-2.33363	0.77011	-2.66111	-2.11757	-3.22795	-3.53174	-2.89084	-3.5413	-3.4968	-3.1467	-3.07401	-3.91625	-4.00359	-2.20448	-3.90315	-2.82128	-3.0705	-3.45364	-3.59518	-2.19115	-3.04477	-3.92938	-3.36612	-2.78005	-3.61877	-2.08357	-0.29353	-1.91435	-2.45085	-2.9392	-2.22472	-1.50109
RNA: Agilent Human miRNA (V2)	hsa-miR-135b	hsa-mir-135b	MI0000810	1.71843	-0.57351	-2.98208	2.1473	-3.41228	-3.63916	-0.00553	-3.05088	0.64924	1.78583	2.69933	3.28142	2.17061	1.1495	-1.64698	-0.09505	-0.44294	2.02706	-3.54526	-3.16745	-0.40905	-3.20055	-2.90483	3.35173	-2.23835	0.15504	0.58912	-0.88121	-2.38382	-0.0808	-0.77193	-0.37409	-1.62176	-1.98939	-2.89084	-1.75556	-1.95904	0.69719	0.68386	-3.91625	2.55749	-3.09145	-3.90315	2.73348	0.03782	2.0305	1.21524	-1.11928	0.25606	-1.58082	-1.95127	0.94476	-0.70044	-0.26321	-0.52451	0.21271	-1.97289	-1.03971	-0.42048	-0.71776
RNA: Agilent Human miRNA (V2)	hsa-miR-136	hsa-mir-136	MI0000475	-3.90913	-3.52926	-0.71261	-2.67746	-3.41228	-0.53972	-1.44721	-2.5561	0	-3.26599	-1.44232	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-1.64414	-4.32847	-3.06724	-3.60636	-0.95687	-1.07741	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-1.86418	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-137	hsa-mir-137	MI0000454	-4.00187	-3.4852	0.84689	-0.21484	-3.41228	0.49122	-3.09348	-0.42055	-1.48061	-1.65545	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.14848	-0.12836	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-3.30559	-3.0501	-3.53174	-0.64863	-0.29234	-0.7733	-3.60636	-4.37408	-3.91625	-0.54348	-3.1765	1.91483	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-0.06176	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-0.13899	-3.49615	0.16349	-3.162	-0.88866
RNA: Agilent Human miRNA (V2)	hsa-miR-138	hsa-mir-138-1	MI0000476	-4.00187	-0.05179	-1.98769	-3.80239	-3.41228	-1.31722	-3.09348	-3.86184	-2.74749	-1.22365	-2.64001	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.09802	-2.26044	-4.21612	-3.34473	-2.35666	-3.50948	-2.60742	-3.21253	-3.36034	-3.61174	-3.22795	-3.53174	-1.21638	-4.32847	-1.40112	-3.60636	-4.37408	-3.91625	-3.90618	-0.52502	-3.90315	-3.5218	-3.0705	-3.45364	-3.7852	-1.51284	-3.04477	-3.92938	-3.36612	-0.97963	-1.89167	-2.89402	-3.8447	-1.8025	-1.89109	-2.86674	-2.84822	0.53168
RNA: Agilent Human miRNA (V2)	hsa-miR-138(2)	hsa-mir-138-2	MI0000455	-4.00187	-0.05179	-1.98769	-3.80239	-3.41228	-1.31722	-3.09348	-3.86184	-2.74749	-1.22365	-2.64001	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.09802	-2.26044	-4.21612	-3.34473	-2.35666	-3.50948	-2.60742	-3.21253	-3.36034	-3.61174	-3.22795	-3.53174	-1.21638	-4.32847	-1.40112	-3.60636	-4.37408	-3.91625	-3.90618	-0.52502	-3.90315	-3.5218	-3.0705	-3.45364	-3.7852	-1.51284	-3.04477	-3.92938	-3.36612	-0.97963	-1.89167	-2.89402	-3.8447	-1.8025	-1.89109	-2.86674	-2.84822	0.53168
RNA: Agilent Human miRNA (V2)	hsa-miR-139-3p	hsa-mir-139	MI0000261	-4.00187	-3.52926	-4.41023	-2.28972	-3.41228	-3.63916	-2.29601	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.17523	-3.45342	-4.11624	-3.68703	-3.74476	-2.03889	-2.78434	-1.37984	-3.20055	-2.90483	-2.26044	-2.1164	-3.34473	-2.91698	-3.67336	-2.60742	-3.21253	-3.36034	-1.94624	-3.22795	-3.4132	-2.89084	-4.32847	-3.4968	-3.60636	-3.4403	-3.91625	-4.28534	-2.45969	-3.90315	-2.32833	-3.0705	-3.45364	-3.7852	-2.95235	-3.04477	-3.92938	-3.36612	-3.0639	-3.62418	-2.89402	-2.23849	-2.77669	-3.49615	-3.00001	-3.162	-1.75152
RNA: Agilent Human miRNA (V2)	hsa-miR-140-3p	hsa-mir-140	MI0000456	-1.54508	-0.22316	0.28881	0.93274	-2.09381	-0.97167	-0.07609	0.99139	0.8876	-0.0619	-0.70453	-2.42865	-1.67017	-1.35724	0.04226	-1.98439	-1.34739	0.14324	-0.10542	1.59307	-0.60048	-0.0373	-0.12665	-0.85072	-1.25193	0.34674	0.00273	1.32508	-0.12589	-0.88162	-0.30099	1.4271	-0.54939	-0.17349	-0.13511	-1.9106	0.16164	-0.56881	1.52321	-0.62518	-2.3477	-0.67031	-2.56614	-0.37347	-2.79473	-3.45364	-1.41566	-0.15579	-0.07708	-0.29643	-1.00524	-0.44641	-1.34643	-0.01701	0.15238	-0.89052	-0.69216	0.3137	-1.08842	0.03105
RNA: Agilent Human miRNA (V2)	hsa-miR-140-5p	hsa-mir-140	MI0000456	-1.77372	-0.15097	0.83759	0.32569	-2.15371	-1.16133	0.09546	1.53183	1.28476	0.27743	-0.63128	-2.77585	-1.99719	-1.27406	-0.29284	-2.32689	-1.42933	-0.05762	-0.245	1.1268	0.22966	0.68238	0.23606	0.06592	-1.35775	0.89543	-0.32572	1.92391	0.59203	-0.41232	0.06149	1.18238	0.16094	0.59555	0.03751	-1.7174	0.6543	-0.21809	1.30027	-0.89777	-2.29634	-1.95569	-1.48433	-0.73638	-3.0705	-3.32802	-1.01014	-0.61394	0.72964	0.24863	-0.58719	-0.81225	-0.46362	0.21771	-0.09726	-1.37507	-0.01514	0.22963	-0.30958	-0.10593
RNA: Agilent Human miRNA (V2)	hsa-miR-141	hsa-mir-141	MI0000457	5.1183	-3.52926	-4.41023	-3.80239	3.67643	-3.63916	-3.09348	-3.86184	-4.30556	-3.67884	-3.20248	5.41218	5.27762	4.52304	5.02146	4.60557	5.36282	-2.01397	-3.47839	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	3.7226	-3.40109	-3.58964	-4.37408	-3.13137	6.28681	0.27422	-3.90315	1.85369	2.17999	4.84523	4.44604	-3.54663	-3.04477	-3.08188	-3.36612	3.03796	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-141*	hsa-mir-141	MI0000457	-2.50568	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-2.39275	-2.09972	-3.07152	-2.19227	-3.20643	-1.80816	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-4.23438	-3.4968	-3.60636	-4.37408	-3.91625	-1.72951	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.12292	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-142-3p	hsa-mir-142	MI0000458	-4.00187	-2.08609	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	4.71984	-1.08713	-3.39764	-2.91905	-1.80439	-3.68703	4.5147	6.49057	7.36607	5.35529	7.24551	4.83389	5.76911	1.15814	-2.88813	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	1.99024	-4.37408	-3.91625	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-2.47528	1.40566	-3.04477	-1.16141	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
